This file was created using the 202005 Bloomberg database. It contains
value- and equal-weighted returns for the intersections of 2 ME portfolios
and 3 prior return portfolios in Developed_ex_US.

The portfolios are constructed daily.  ME is market cap at the end of the
previous day.  Prior return is from -250 to -20.

Missing data are indicated by -99.99.



  Average Value Weighted Returns -- Daily
,SMALL LoPRIOR,ME1 PRIOR2,SMALL HiPRIOR,BIG LoPRIOR,ME2 PRIOR2,BIG HiPRIOR
19920207   ,1.11   ,0.72   ,0.90   ,0.26   ,0.41   ,0.48
19920210  ,-0.67  ,-0.91  ,-0.64  ,-1.35  ,-1.31  ,-1.16
19920211  ,-0.46  ,-0.42  ,-0.33  ,-0.52  ,-0.51  ,-0.42
19920212  ,-0.68  ,-0.99  ,-0.46  ,-1.59  ,-1.35  ,-1.20
19920213  ,-0.62  ,-0.64  ,-0.34  ,-0.71  ,-0.64  ,-0.59
19920214  ,-0.59  ,-0.42   ,0.01  ,-1.46  ,-1.12  ,-1.17
19920217  ,-0.01   ,0.03   ,0.24   ,0.61   ,0.57   ,0.62
19920218  ,-0.82  ,-0.83  ,-0.66  ,-0.99  ,-1.18  ,-0.99
19920219  ,-0.12  ,-0.14  ,-0.14  ,-0.57  ,-0.46  ,-0.45
19920220   ,0.12  ,-0.03   ,0.09   ,0.26   ,0.25   ,0.38
19920221   ,0.13   ,0.15   ,0.26   ,0.66   ,0.66   ,0.53
19920224   ,0.10  ,-0.24   ,0.11  ,-0.16  ,-0.25  ,-0.35
19920225  ,-0.03  ,-0.04  ,-0.28  ,-0.09  ,-0.07  ,-0.21
19920226   ,0.21  ,-0.13   ,0.33   ,0.58   ,0.60   ,0.75
19920227   ,0.45   ,0.51   ,0.55   ,0.39   ,0.41   ,0.56
19920228   ,0.27   ,0.36   ,0.20   ,0.19   ,0.29   ,0.34
19920302  ,-0.29  ,-0.15   ,0.13  ,-0.15  ,-0.19  ,-0.18
19920303  ,-0.96  ,-0.88  ,-0.67  ,-1.38  ,-1.31  ,-1.35
19920304  ,-0.76  ,-0.80  ,-0.65  ,-0.98  ,-0.94  ,-0.74
19920305  ,-0.44  ,-0.19  ,-0.09  ,-0.80  ,-0.57  ,-0.41
19920306  ,-0.27   ,0.09  ,-0.15  ,-0.17  ,-0.16  ,-0.05
19920309  ,-0.34   ,0.04  ,-0.36  ,-0.57  ,-0.43  ,-0.29
19920310  ,-0.26  ,-0.71  ,-0.22  ,-0.57  ,-0.64  ,-0.54
19920311  ,-0.47  ,-0.29  ,-0.28  ,-1.01  ,-0.72  ,-0.63
19920312  ,-1.00  ,-0.72  ,-0.52  ,-0.87  ,-0.84  ,-1.04
19920313  ,-0.02  ,-0.03  ,-0.17  ,-0.11  ,-0.13  ,-0.08
19920316  ,-0.86  ,-0.50  ,-0.71  ,-0.98  ,-1.05  ,-0.90
19920317  ,-0.06   ,0.17  ,-0.16  ,-0.35  ,-0.10   ,0.40
19920318  ,-0.34  ,-0.05  ,-0.10  ,-0.63  ,-0.39  ,-0.12
19920319  ,-0.26  ,-0.32  ,-0.54   ,0.64   ,0.25   ,0.05
19920320  ,-0.45  ,-0.28   ,0.01  ,-0.24  ,-0.41  ,-0.42
19920323   ,0.51   ,0.56   ,0.31   ,0.44   ,0.36   ,0.33
19920324  ,-0.35  ,-0.42  ,-0.25  ,-0.56  ,-0.53  ,-0.44
19920325   ,0.40   ,0.44   ,0.91   ,0.69   ,0.88   ,0.90
19920326  ,-0.08  ,-0.35  ,-0.20  ,-0.37  ,-0.39  ,-0.62
19920327   ,0.41   ,0.43   ,0.45   ,0.13   ,0.15   ,0.17
19920330  ,-0.29  ,-0.31  ,-0.27  ,-0.29  ,-0.25  ,-0.17
19920331  ,-0.09   ,0.25   ,0.03   ,0.05  ,-0.01  ,-0.16
19920401  ,-2.01  ,-1.65  ,-1.16  ,-3.18  ,-2.86  ,-2.85
19920402  ,-0.99  ,-0.67  ,-0.32  ,-0.88  ,-0.77  ,-0.54
19920403  ,-0.17  ,-0.01   ,0.46   ,0.17   ,0.42   ,0.57
19920406   ,0.23   ,0.36   ,0.05   ,1.00   ,0.79   ,0.60
19920407  ,-0.91  ,-0.70  ,-0.54  ,-1.34  ,-1.49  ,-1.32
19920408  ,-1.95  ,-1.56  ,-1.71  ,-2.45  ,-2.45  ,-2.28
19920409  ,-0.47  ,-0.50  ,-0.12  ,-0.17  ,-0.39  ,-0.47
19920410   ,1.37   ,1.00   ,1.81   ,2.97   ,3.15   ,3.37
19920413   ,0.09   ,0.14   ,0.11  ,-0.56  ,-0.82  ,-0.89
19920414   ,0.14   ,0.34   ,0.70   ,0.97   ,0.82   ,1.12
19920415   ,0.76   ,0.43   ,0.37   ,1.23   ,0.98   ,0.97
19920416   ,0.87   ,0.29   ,0.45   ,0.84   ,0.42   ,0.33
19920417   ,0.40  ,-0.16  ,-0.21  ,-0.48  ,-0.58  ,-0.59
19920420  ,-0.32  ,-0.35  ,-0.18  ,-1.26  ,-1.15  ,-1.09
19920421  ,-0.49  ,-0.40  ,-0.33  ,-0.48  ,-0.44  ,-0.34
19920422  ,-0.18   ,0.10   ,0.15   ,0.21   ,0.20   ,0.25
19920423   ,0.28   ,0.28   ,0.23   ,0.88   ,0.97   ,0.94
19920424   ,0.79   ,0.74   ,0.68   ,0.58   ,0.56   ,0.45
19920427   ,1.05   ,0.73   ,0.31   ,0.61   ,0.61   ,0.64
19920428   ,0.15   ,0.13   ,0.01  ,-0.04   ,0.13   ,0.04
19920429   ,0.02   ,0.10   ,0.40   ,0.15   ,0.10   ,0.01
19920430   ,0.19   ,0.34   ,0.30  ,-0.01   ,0.04   ,0.05
19920501   ,1.01   ,0.79   ,0.84   ,0.86   ,0.60   ,0.75
19920504  ,-0.01  ,-0.09  ,-0.11  ,-0.07   ,0.02   ,0.10
19920505   ,0.34   ,0.37   ,0.57   ,0.10  ,-0.02   ,0.03
19920506   ,0.87   ,1.14   ,0.58   ,1.57   ,1.72   ,1.31
19920507   ,0.77   ,0.45   ,0.56   ,1.31   ,1.15   ,0.85
19920508   ,0.24   ,0.05   ,0.24   ,0.08  ,-0.06   ,0.13
19920511   ,1.27   ,1.06   ,0.74   ,1.29   ,1.15   ,0.91
19920512   ,1.94   ,1.60   ,0.75   ,1.69   ,1.48   ,1.34
19920513   ,0.78   ,0.68   ,0.73   ,0.73   ,0.59   ,0.71
19920514   ,0.61   ,0.65   ,0.36   ,0.00   ,0.07  ,-0.06
19920515  ,-0.64  ,-0.30  ,-0.10  ,-1.90  ,-1.77  ,-1.43
19920518   ,1.16   ,1.17   ,0.81   ,1.98   ,1.92   ,1.66
19920519   ,0.29   ,0.37   ,0.40   ,0.85   ,0.70   ,0.47
19920520  ,-0.26  ,-0.07   ,0.33  ,-0.26  ,-0.10  ,-0.04
19920521  ,-0.36  ,-0.43  ,-0.34  ,-0.48  ,-0.77  ,-0.59
19920522  ,-0.05  ,-0.08  ,-0.09  ,-0.25  ,-0.16  ,-0.05
19920525   ,0.17   ,0.38   ,0.18   ,0.50   ,0.56   ,0.44
19920526   ,0.27   ,0.26   ,0.12  ,-0.15  ,-0.12  ,-0.28
19920527  ,-1.33  ,-1.41  ,-0.95  ,-1.89  ,-1.68  ,-1.67
19920528   ,0.14   ,0.23   ,0.21   ,0.35   ,0.32   ,0.31
19920529   ,1.73   ,1.41   ,1.40   ,2.04   ,1.96   ,1.86
19920601   ,0.12  ,-0.06   ,0.33  ,-0.39  ,-0.43  ,-0.36
19920602  ,-0.30  ,-0.10  ,-0.12   ,0.00   ,0.29  ,-0.08
19920603  ,-0.21  ,-0.04   ,0.19  ,-0.53  ,-0.30  ,-0.08
19920604  ,-0.02   ,0.15   ,0.40  ,-0.44  ,-0.20  ,-0.08
19920605   ,0.13   ,0.29   ,0.46   ,0.08  ,-0.01   ,0.13
19920608  ,-0.69  ,-0.46  ,-0.31  ,-0.87  ,-0.60  ,-0.74
19920609  ,-0.04  ,-0.04  ,-0.21  ,-0.18  ,-0.03   ,0.12
19920610  ,-0.25  ,-0.25  ,-0.33  ,-0.11  ,-0.21  ,-0.21
19920611   ,0.44   ,0.15   ,0.19   ,0.28   ,0.38   ,0.50
19920612  ,-0.29  ,-0.20  ,-0.08  ,-0.49  ,-0.49  ,-0.44
19920615  ,-0.29  ,-0.42  ,-0.25  ,-1.04  ,-0.91  ,-0.88
19920616  ,-0.22  ,-0.02   ,0.01   ,0.05   ,0.23   ,0.35
19920617  ,-1.03  ,-1.07  ,-0.79  ,-1.58  ,-1.65  ,-1.52
19920618  ,-0.73  ,-0.58  ,-0.61  ,-0.91  ,-1.01  ,-0.84
19920619  ,-0.11   ,0.25   ,0.31   ,0.59   ,0.71   ,0.75
19920622  ,-0.46  ,-0.35  ,-0.40  ,-1.05  ,-0.97  ,-1.27
19920623  ,-0.43  ,-0.11  ,-0.06  ,-0.04   ,0.23   ,0.20
19920624  ,-0.03   ,0.29   ,0.26  ,-0.27  ,-0.13   ,0.01
19920625   ,0.39   ,0.63   ,0.62   ,0.92   ,1.33   ,1.33
19920626  ,-0.10  ,-0.32  ,-0.25  ,-0.90  ,-0.72  ,-0.58
19920629   ,0.08   ,0.25   ,0.45   ,0.02   ,0.22   ,0.04
19920630  ,-0.58  ,-0.22  ,-0.20  ,-0.60  ,-0.31  ,-0.15
19920701  ,-0.12   ,0.15  ,-0.18   ,0.45   ,0.77   ,0.68
19920702   ,0.53   ,0.85   ,0.60   ,1.43   ,1.49   ,1.25
19920703   ,0.23  ,-0.13  ,-0.41   ,0.16   ,0.22   ,0.07
19920706  ,-0.18  ,-0.09  ,-0.20  ,-0.22  ,-0.32  ,-0.45
19920707   ,0.01   ,0.10   ,0.25  ,-0.33  ,-0.14  ,-0.04
19920708  ,-0.65  ,-0.48  ,-0.59  ,-0.72  ,-0.57  ,-0.32
19920709  ,-1.03  ,-0.84  ,-1.08  ,-0.55  ,-0.38  ,-0.66
19920710   ,0.65   ,0.70   ,0.95   ,0.56   ,0.78   ,0.60
19920713   ,0.54   ,0.53   ,0.17   ,0.72   ,0.80   ,0.77
19920714  ,-0.62  ,-0.38  ,-0.29  ,-0.36  ,-0.52  ,-0.51
19920715   ,0.09   ,0.37   ,0.19   ,0.24   ,0.58   ,0.61
19920716   ,0.10   ,0.20   ,0.53  ,-0.38  ,-0.28  ,-0.07
19920717  ,-0.36   ,0.06  ,-0.02  ,-1.13  ,-0.68  ,-0.46
19920720  ,-2.76  ,-2.37  ,-2.37  ,-3.95  ,-3.32  ,-3.20
19920721  ,-0.44  ,-0.50  ,-0.29   ,0.04  ,-0.16  ,-0.15
19920722  ,-1.05  ,-1.07  ,-0.60  ,-2.28  ,-1.98  ,-1.89
19920723  ,-0.29  ,-0.19  ,-0.09   ,0.79   ,0.62   ,0.66
19920724  ,-1.35  ,-1.24  ,-1.14  ,-1.98  ,-1.95  ,-2.07
19920727   ,0.67   ,0.34   ,0.38  ,-0.05   ,0.18  ,-0.28
19920728  ,-0.15   ,0.07   ,0.28   ,0.21   ,0.38   ,0.26
19920729  ,-0.86  ,-0.80  ,-0.27  ,-1.31  ,-0.84  ,-1.14
19920730  ,-0.22   ,0.05   ,0.32   ,0.47   ,0.58   ,0.59
19920731   ,0.37   ,0.53   ,0.42   ,0.94   ,0.87   ,1.07
19920803   ,0.04  ,-0.10  ,-0.05   ,0.24  ,-0.13  ,-0.22
19920804  ,-0.41  ,-0.42  ,-0.36  ,-0.27  ,-0.34  ,-0.27
19920805  ,-0.91  ,-0.68  ,-0.84  ,-0.38  ,-0.27  ,-0.35
19920806  ,-0.59  ,-0.31  ,-0.17  ,-0.51  ,-0.41  ,-0.38
19920807  ,-0.39  ,-0.11  ,-0.02  ,-1.23  ,-0.85  ,-0.87
19920810  ,-1.64  ,-1.04  ,-0.98  ,-2.09  ,-1.94  ,-1.75
19920811  ,-1.59  ,-1.16  ,-0.86  ,-2.18  ,-1.81  ,-1.56
19920812  ,-1.22  ,-0.91  ,-0.75  ,-0.98  ,-0.99  ,-1.02
19920813  ,-0.70  ,-0.18  ,-0.17   ,0.14   ,0.19   ,0.58
19920814  ,-0.23  ,-0.48   ,0.11   ,0.41   ,0.14   ,0.40
19920817   ,0.51   ,0.22   ,0.10   ,1.15   ,0.80   ,0.65
19920818  ,-0.37  ,-0.44  ,-0.21  ,-1.59  ,-1.28  ,-1.12
19920819  ,-0.04  ,-0.19   ,0.02   ,0.38   ,0.24   ,0.52
19920820   ,0.93   ,0.90   ,0.51   ,1.83   ,1.38   ,1.44
19920821   ,2.28   ,1.79   ,1.09   ,3.97   ,3.11   ,3.11
19920824   ,2.21   ,2.00   ,1.14   ,2.28   ,1.79   ,1.68
19920825   ,0.22   ,0.00  ,-0.29  ,-1.06  ,-0.77  ,-0.57
19920826  ,-0.22   ,0.11  ,-0.13  ,-0.23   ,0.15   ,0.17
19920827   ,1.24   ,1.21   ,0.16   ,2.76   ,2.86   ,1.67
19920828   ,1.54   ,1.40   ,1.03   ,2.50   ,2.08   ,2.03
19920831   ,1.31   ,1.10   ,0.75   ,1.43   ,0.63   ,0.56
19920901   ,0.49   ,0.36   ,0.60  ,-0.62  ,-0.62  ,-0.15
19920902  ,-0.66  ,-0.33  ,-0.16  ,-1.12  ,-0.70  ,-0.61
19920903  ,-0.73  ,-0.78  ,-0.31   ,0.70   ,0.88   ,0.49
19920904   ,1.00   ,0.97   ,0.80   ,0.88   ,1.05   ,1.03
19920907  ,-0.15  ,-0.31  ,-0.27  ,-0.42  ,-0.38  ,-0.17
19920908  ,-0.15   ,0.18   ,0.32  ,-0.37   ,0.00   ,0.14
19920909  ,-1.53  ,-1.02  ,-1.09  ,-0.71  ,-0.50  ,-0.61
19920910   ,0.40   ,0.40  ,-0.31   ,0.24   ,0.32   ,0.28
19920911  ,-1.79  ,-1.71  ,-1.45  ,-2.42  ,-2.48  ,-2.29
19920914  ,-0.38  ,-0.56  ,-0.50   ,0.73   ,0.68   ,0.08
19920915  ,-0.96  ,-0.52  ,-0.66  ,-1.23  ,-0.68  ,-0.50
19920916  ,-4.13  ,-3.13  ,-2.80  ,-4.35  ,-3.16  ,-2.52
19920917   ,1.07   ,0.91   ,0.67   ,1.74   ,1.77   ,1.50
19920918  ,-0.18  ,-0.78  ,-0.42   ,0.33   ,0.09  ,-0.04
19920921   ,0.64   ,0.28  ,-0.02   ,0.32   ,0.20   ,0.04
