This file was created using the 201509 Bloomberg database. It contains
value- and equal-weighted returns for the intersections of 2 ME portfolios
and 3 prior return portfolios in Global_ex_US.

The portfolios are constructed monthly.  ME is market cap at the end of the
previous month.  Prior return is from -12 to - 2.

Missing data are indicated by -99.99.



  Average Value Weighted Returns -- Monthly
,SMALL LoPRIOR,ME1 PRIOR2,SMALL HiPRIOR,BIG LoPRIOR,ME2 PRIOR2,BIG HiPRIOR
201103  ,-0.62   ,0.22  ,-0.73  ,-1.18  ,-0.83  ,-0.08
201104   ,4.23   ,4.13   ,5.49   ,3.45   ,5.02   ,6.76
201105  ,-4.51  ,-2.59  ,-3.39  ,-3.52  ,-2.29  ,-1.98
201106  ,-4.41  ,-0.92  ,-2.88  ,-2.50  ,-1.20  ,-1.22
201107   ,0.85   ,2.42   ,2.83  ,-3.13  ,-0.96   ,0.23
201108  ,-8.18  ,-5.66  ,-7.08  ,-8.09  ,-6.76  ,-8.98
201109 ,-11.36  ,-8.79 ,-12.10 ,-10.00  ,-8.98 ,-12.87
201110   ,6.39   ,4.94   ,5.67   ,7.84   ,7.41   ,7.74
201111  ,-7.69  ,-4.02  ,-4.08  ,-6.49  ,-4.96  ,-2.94
201112  ,-2.56  ,-0.77  ,-0.74  ,-2.82  ,-1.50  ,-0.73
201201  ,10.77   ,6.82   ,7.27  ,13.14   ,6.04   ,3.79
201202   ,8.96   ,4.25   ,4.00   ,8.16   ,5.15   ,3.42
201203  ,-2.44   ,0.67   ,1.15  ,-1.48   ,0.35   ,1.35
201204  ,-3.26  ,-0.19   ,1.44  ,-4.17  ,-0.62   ,1.53
201205 ,-14.07  ,-8.79  ,-9.59 ,-15.37 ,-10.98  ,-8.48
201206  ,-0.01   ,2.31   ,3.21   ,5.97   ,4.70   ,4.51
201207  ,-0.52  ,-0.40   ,0.70  ,-2.60   ,1.56   ,2.47
201208   ,3.55   ,1.96   ,1.99   ,3.27   ,2.63   ,3.10
201209   ,4.42   ,2.94   ,3.50   ,4.22   ,3.36   ,3.81
201210   ,0.42  ,-0.51   ,0.88   ,0.51   ,0.75   ,0.94
201211  ,-1.77   ,0.10   ,0.71   ,0.41   ,1.79   ,0.80
201212   ,4.15   ,3.28   ,3.69   ,5.28   ,3.18   ,2.48
201301   ,7.86   ,5.56   ,6.68   ,4.48   ,4.81   ,5.33
201302  ,-3.28   ,0.08   ,1.36  ,-2.30   ,0.69   ,1.47
201303  ,-2.15   ,1.85   ,2.44  ,-0.92   ,1.68   ,2.69
201304  ,-2.23   ,2.87   ,3.70   ,3.28   ,4.28   ,5.65
201305  ,-3.01  ,-2.31  ,-2.23   ,0.10  ,-1.81  ,-2.87
201306  ,-5.82  ,-3.10  ,-4.03  ,-4.62  ,-2.57  ,-2.95
201307   ,6.21   ,4.77   ,6.63   ,4.54   ,5.24   ,6.98
201308   ,3.48   ,1.13   ,1.95   ,0.56  ,-1.24  ,-2.14
201309   ,7.16   ,8.15   ,9.38   ,5.37   ,6.98   ,9.48
201310   ,2.42   ,3.45   ,4.31   ,2.67   ,3.47   ,3.51
201311  ,-1.59   ,0.48   ,2.92  ,-0.88   ,0.78   ,1.38
201312   ,0.48   ,1.67   ,2.15   ,0.78   ,1.72   ,2.66
201401   ,2.64   ,2.16   ,2.38  ,-2.08  ,-3.05  ,-1.95
201402   ,3.80   ,3.06   ,5.16   ,5.22   ,5.27   ,5.97
201403   ,0.11   ,1.30   ,0.85   ,0.34   ,0.22  ,-0.94
201404  ,-0.72   ,0.44  ,-1.28   ,2.26   ,0.59  ,-1.90
201405  ,-0.61   ,0.51   ,0.72   ,1.22   ,2.00   ,1.39
201406   ,2.47   ,3.41   ,2.84   ,2.12   ,1.97   ,1.15
201407   ,1.64   ,0.60   ,0.96  ,-2.39  ,-2.01  ,-2.19
201408  ,-0.41   ,0.21   ,1.11  ,-0.66  ,-0.48  ,-0.09
201409  ,-6.44  ,-3.86  ,-3.82  ,-5.67  ,-4.35  ,-4.21
201410  ,-5.99  ,-3.22  ,-3.36  ,-3.12  ,-0.80  ,-1.98
201411  ,-2.55  ,-0.89  ,-0.64   ,0.54   ,0.80   ,0.79
201412  ,-5.46  ,-0.78  ,-2.37  ,-3.46  ,-1.76  ,-0.94
201501  ,-3.54  ,-0.88  ,-1.05  ,-2.47   ,0.14   ,1.58
201502   ,4.25   ,3.50   ,4.63   ,7.70   ,5.77   ,5.43
201503  ,-3.05  ,-0.26   ,0.92  ,-2.09  ,-1.22  ,-0.48
201504   ,8.76   ,8.13  ,10.11   ,6.57   ,4.64   ,4.08
201505   ,2.14   ,1.33   ,6.64  ,-1.76   ,0.08   ,0.82
201506  ,-1.12   ,0.20   ,0.32  ,-3.47  ,-2.00  ,-1.55
201507  ,-1.98  ,-1.05  ,-3.47  ,-1.36   ,0.81   ,0.91
201508  ,-4.81  ,-3.22  ,-6.23  ,-6.20  ,-5.06  ,-4.48
201509  ,-3.27  ,-1.96   ,0.02  ,-6.95  ,-3.52  ,-3.01



  Average Value Weighted Returns -- Annual
,SMALL LoPRIOR,ME1 PRIOR2,SMALL HiPRIOR,BIG LoPRIOR,ME2 PRIOR2,BIG HiPRIOR
1991   ,7.06   ,8.92  ,16.05   ,6.58   ,7.43  ,13.09
1992 ,-24.82 ,-14.87 ,-10.63 ,-16.76 ,-16.29 ,-10.67
1993  ,46.18  ,31.31  ,39.19  ,29.90  ,30.52  ,25.38
1994  ,12.42  ,15.18  ,15.59   ,8.85   ,8.88  ,10.63
1995   ,1.07   ,5.63  ,12.49   ,5.36   ,8.62   ,8.87
1996   ,2.61   ,8.22  ,11.19   ,0.15   ,6.86  ,10.66
1997 ,-30.08 ,-12.85  ,-3.25 ,-16.44   ,0.31  ,13.32
1998   ,5.02   ,3.16  ,10.94  ,18.53  ,19.35  ,17.48
1999  ,20.76  ,18.58  ,82.06  ,25.50  ,21.78  ,62.63
2000  ,-8.18  ,-4.09 ,-24.49  ,-7.38  ,-1.79 ,-34.64
2001 ,-29.72  ,-6.61  ,-8.11 ,-32.72 ,-17.93 ,-14.03
2002 ,-24.14   ,2.60  ,14.67 ,-25.00  ,-9.88  ,-1.00
2003  ,74.48  ,54.85  ,65.35  ,48.65  ,39.82  ,33.94
2004  ,22.61  ,35.59  ,37.00  ,18.93  ,23.30  ,22.94
2005   ,7.93  ,25.00  ,37.16  ,10.73  ,16.38  ,26.86
2006  ,10.26  ,15.58  ,27.32  ,25.96  ,26.87  ,25.52
2007  ,-3.12   ,8.17  ,21.14   ,6.83  ,15.77  ,17.58
2008 ,-54.62 ,-41.13 ,-40.71 ,-49.86 ,-39.85 ,-39.98
2009  ,87.60  ,34.31  ,25.03  ,55.73  ,32.40  ,16.18
2010  ,11.22  ,24.13  ,33.02   ,3.73  ,12.25  ,17.19
2011 ,-24.04  ,-8.58 ,-12.08 ,-16.85 ,-10.84 ,-10.94
2012   ,7.59  ,14.87  ,21.76  ,13.98  ,16.58  ,22.17
2013   ,6.92  ,26.73  ,41.97  ,13.09  ,21.58  ,34.01
2014 ,-11.24  ,-0.52  ,-1.85  ,-5.01  ,-2.27  ,-9.07



  Average Equal Weighted Returns -- Annual
,SMALL LoPRIOR,ME1 PRIOR2,SMALL HiPRIOR,BIG LoPRIOR,ME2 PRIOR2,BIG HiPRIOR
1991   ,9.82  ,11.85  ,26.56   ,7.58   ,6.42  ,11.06
1992 ,-17.58 ,-12.02   ,1.53 ,-22.16 ,-14.04 ,-10.28
1993  ,63.53  ,45.72  ,70.28  ,31.87  ,30.93  ,28.65
1994   ,9.06  ,16.29  ,14.75  ,14.73   ,9.44   ,7.71
1995   ,2.70   ,8.70  ,17.92   ,1.23   ,6.96   ,6.33
1996  ,18.83  ,18.43  ,30.20   ,4.12   ,7.26   ,6.51
1997 ,-22.99  ,-6.86  ,-0.25 ,-19.39  ,-6.78   ,7.69
1998   ,6.66   ,2.65  ,10.96   ,9.36  ,13.65  ,22.68
1999  ,42.24  ,31.87  ,99.78  ,17.90  ,13.69  ,57.69
2000  ,-2.72   ,0.85 ,-16.92   ,0.67   ,0.23 ,-26.16
2001 ,-22.46  ,-5.24  ,-1.82 ,-24.04 ,-11.73 ,-10.79
2002 ,-18.53   ,6.00  ,17.93 ,-19.30  ,-1.98   ,7.87
2003  ,89.42  ,65.46  ,73.24  ,58.88  ,47.91  ,55.49
2004  ,20.42  ,37.11  ,38.40  ,24.00  ,29.24  ,31.55
2005   ,5.06  ,24.97  ,35.23  ,11.95  ,21.80  ,33.02
2006  ,17.89  ,23.07  ,40.16  ,23.91  ,25.78  ,28.68
2007   ,4.33  ,18.29  ,36.53   ,3.11  ,10.86  ,13.80
2008 ,-57.04 ,-40.82 ,-40.97 ,-49.49 ,-40.34 ,-38.97
2009 ,116.12  ,45.03  ,35.29  ,67.45  ,35.74  ,22.19
2010  ,15.26  ,27.42  ,36.55   ,8.68  ,19.84  ,26.28
2011 ,-20.94  ,-4.66  ,-9.70 ,-18.82 ,-11.79 ,-12.15
2012   ,8.15  ,12.28  ,19.61  ,15.39  ,18.14  ,20.83
2013   ,8.73  ,26.88  ,40.52  ,13.31  ,26.23  ,34.95
2014 ,-11.54   ,2.71   ,2.19  ,-6.03  ,-1.95  ,-5.13



  Number of Firms in Portfolios
,SMALL LoPRIOR,ME1 PRIOR2,SMALL HiPRIOR,BIG LoPRIOR,ME2 PRIOR2,BIG HiPRIOR
199011   ,2087   ,1447   ,1415    ,558    ,826    ,579
199012   ,2172   ,1519   ,1293    ,569    ,815    ,587
199101   ,2201   ,1459   ,1269    ,562    ,799    ,576
199102   ,2490   ,1345   ,1117    ,574    ,785    ,555
199103   ,2684   ,1334    ,969    ,617    ,792    ,578
199104   ,2691   ,1470    ,929    ,616    ,806    ,582
199105   ,2555   ,1480   ,1117    ,600    ,808    ,605
199106   ,2542   ,1454   ,1359    ,610    ,825    ,601
199107   ,2764   ,1386   ,1216    ,643    ,835    ,594
199108   ,2795   ,1453   ,1263    ,643    ,829    ,599
199109   ,2996   ,1425   ,1084    ,646    ,837    ,603
199110   ,3233   ,1306    ,982    ,661    ,832    ,602
199111   ,2912   ,1479   ,1171    ,649    ,852    ,594
199112   ,2775   ,1416   ,1368    ,649    ,856    ,601
199201   ,2562   ,1501   ,1540    ,643    ,865    ,600
199202   ,2431   ,1480   ,1624    ,642    ,855    ,611
199203   ,2735   ,1497   ,1498    ,656    ,879    ,624
199204   ,2861   ,1480   ,1439    ,675    ,862    ,635
199205   ,2910   ,1567   ,1380    ,673    ,869    ,622
199206   ,2876   ,1591   ,1396    ,667    ,865    ,621
199207   ,2944   ,1566   ,1332    ,679    ,869    ,621
199208   ,2848   ,1698   ,1494    ,680    ,869    ,616
199209   ,2793   ,1773   ,1572    ,672    ,829    ,603
199210   ,2994   ,1771   ,1420    ,683    ,828    ,601
199211   ,2926   ,1921   ,1354    ,665    ,835    ,611
199212   ,3204   ,1900   ,1132    ,657    ,831    ,599
199301   ,3208   ,1734   ,1200    ,675    ,819    ,602
199302   ,3065   ,1857   ,1402    ,656    ,864    ,608
199303   ,3129   ,1788   ,1483    ,677    ,861    ,604
199304   ,3178   ,1817   ,1518    ,690    ,863    ,599
199305   ,3017   ,1787   ,1764    ,683    ,850    ,610
199306   ,2813   ,1813   ,1906    ,697    ,897    ,616
199307   ,2614   ,1693   ,2248    ,682    ,894    ,641
199308   ,2671   ,1690   ,2265    ,656    ,887    ,645
199309   ,2631   ,1660   ,2295    ,673    ,891    ,649
199310   ,2714   ,1658   ,2320    ,698    ,900    ,641
199311   ,2566   ,1853   ,2464    ,683    ,886    ,643
199312   ,2644   ,1762   ,2419    ,676    ,914    ,653
199401   ,2738   ,1854   ,2344    ,714    ,895    ,647
199402   ,2963   ,1843   ,2164    ,685    ,940    ,664
199403   ,2872   ,2006   ,2306    ,705    ,952    ,684
199404   ,2792   ,1902   ,2526    ,742    ,964    ,693
199405   ,2712   ,1974   ,2578    ,740    ,969    ,707
199406   ,3032   ,1956   ,2275    ,745    ,977    ,693
199407   ,2962   ,1936   ,2414    ,737   ,1014    ,685
199408   ,2685   ,2051   ,2585    ,720   ,1018    ,706
199409   ,2725   ,2131   ,2422    ,708   ,1011    ,711
199410   ,2916   ,2097   ,2346    ,704   ,1013    ,740
199411   ,2490   ,2236   ,2674    ,704    ,998    ,732
199412   ,2736   ,2208   ,2552    ,705    ,990    ,739
199501   ,2665   ,2105   ,2818    ,718    ,982    ,736
199502   ,2906   ,2121   ,2569    ,737    ,997    ,743
199503   ,3117   ,2065   ,2440    ,727    ,988    ,749
199504   ,3443   ,2107   ,2136    ,737    ,951    ,719
199505   ,3680   ,2010   ,2088    ,718    ,949    ,698
199506   ,3987   ,2062   ,1787    ,724    ,965    ,698
199507   ,4381   ,1945   ,1525    ,734    ,962    ,691
199508   ,3999   ,2116   ,1728    ,731    ,960    ,687
199509   ,4123   ,2124   ,1649    ,759    ,978    ,683
199510   ,4238   ,2052   ,1720    ,736    ,970    ,697
199511   ,4183   ,2110   ,1745    ,733    ,982    ,681
199512   ,4138   ,2141   ,1808    ,731    ,972    ,685
199601   ,4173   ,2262   ,1702    ,721    ,955    ,702
199602   ,4316   ,2182   ,1672    ,726    ,983    ,705
199603   ,4401   ,1994   ,1788    ,739    ,989    ,727
199604   ,4165   ,2102   ,1965    ,730    ,995    ,711
199605   ,3942   ,2060   ,2188    ,730    ,983    ,733
199606   ,3789   ,2089   ,2356    ,731   ,1009    ,743
199607   ,3620   ,2139   ,2502    ,732   ,1011    ,734
199608   ,3441   ,2151   ,2646    ,727   ,1013    ,730
199609   ,3620   ,2239   ,2378    ,745   ,1005    ,729
199610   ,3701   ,2053   ,2585    ,724    ,985    ,724
199611   ,3838   ,2161   ,2348    ,754    ,989    ,728
199612   ,3724   ,2222   ,2540    ,748    ,973    ,714
199701   ,3907   ,2280   ,2322    ,741    ,971    ,693
199702   ,4122   ,2203   ,2192    ,737    ,990    ,713
199703   ,4158   ,2240   ,2148    ,740    ,993    ,720
199704   ,4172   ,2162   ,2212    ,746    ,962    ,707
199705   ,4354   ,2159   ,2116    ,723    ,947    ,696
199706   ,4768   ,2071   ,1790    ,733    ,945    ,708
199707   ,4760   ,2133   ,1821    ,698    ,943    ,680
199708   ,5082   ,2194   ,1551    ,674    ,907    ,663
199709   ,5295   ,2106   ,1363    ,710    ,934    ,670
199710   ,5081   ,2146   ,1660    ,661    ,899    ,645
199711   ,5218   ,2194   ,1512    ,678    ,908    ,666
199712   ,5102   ,2408   ,1602    ,651    ,847    ,639
199801   ,5234   ,2453   ,1515    ,611    ,819    ,608
199802   ,5359   ,2525   ,1345    ,605    ,840    ,610
199803   ,5325   ,2653   ,1233    ,601    ,822    ,616
199804   ,5509   ,2538   ,1200    ,581    ,830    ,599
199805   ,5626   ,2353   ,1307    ,602    ,788    ,613
199806   ,5638   ,2405   ,1282    ,602    ,790    ,595
199807   ,5364   ,2525   ,1466    ,581    ,756    ,585
199808   ,5012   ,2853   ,1552    ,561    ,767    ,560
199809   ,5305   ,2704   ,1331    ,572    ,757    ,543
199810   ,4513   ,3168   ,1664    ,578    ,759    ,538
199811   ,4797   ,3146   ,1528    ,570    ,725    ,538
199812   ,5094   ,2838   ,1570    ,550    ,741    ,517
199901   ,4916   ,2758   ,1873    ,545    ,714    ,488
199902   ,5320   ,2794   ,1485    ,532    ,692    ,494
199903   ,5269   ,2746   ,1530    ,539    ,701    ,492
199904   ,5006   ,2779   ,1755    ,538    ,701    ,489
199905   ,5138   ,2622   ,1797    ,532    ,724    ,511
199906   ,5118   ,2488   ,1908    ,565    ,736    ,536
199907   ,4641   ,2864   ,2055    ,554    ,752    ,540
199908   ,4451   ,2972   ,2153    ,561    ,743    ,556
199909   ,4470   ,3012   ,2060    ,581    ,767    ,547
199910   ,4345   ,3131   ,2045    ,584    ,749    ,541
199911   ,3805   ,3298   ,2501    ,550    ,722    ,529
199912   ,3975   ,3390   ,2327    ,528    ,693    ,493
200001   ,3785   ,3759   ,2295    ,491    ,641    ,473
200002   ,3864   ,3838   ,2055    ,522    ,680    ,487
200003   ,3662   ,3948   ,2227    ,498    ,668    ,483
200004   ,3035   ,4357   ,2470    ,487    ,663    ,487
200005   ,3589   ,3719   ,2600    ,488    ,639    ,469
200006   ,4257   ,3332   ,2264    ,491    ,673    ,499
200007   ,4494   ,3000   ,2271    ,508    ,684    ,497
200008   ,4645   ,3137   ,2035    ,497    ,695    ,499
200009   ,4620   ,3135   ,2028    ,497    ,695    ,500
200010   ,4929   ,2908   ,1926    ,506    ,681    ,511
200011   ,4763   ,3003   ,2040    ,477    ,659    ,497
200012   ,5056   ,2902   ,1900    ,487    ,661    ,491
200101   ,4669   ,3382   ,1901    ,475    ,644    ,477
200102   ,5359   ,3160   ,1391    ,498    ,655    ,474
200103   ,5261   ,3356   ,1189    ,507    ,681    ,506
200104   ,5256   ,3223   ,1381    ,517    ,650    ,499
200105   ,4809   ,3364   ,1789    ,501    ,661    ,479
200106   ,4972   ,2998   ,1977    ,520    ,678    ,494
200107   ,4918   ,3188   ,1964    ,517    ,674    ,507
200108   ,4981   ,3354   ,1831    ,516    ,677    ,492
200109   ,5090   ,3281   ,1741    ,526    ,686    ,495
200110   ,5036   ,3163   ,1954    ,496    ,668    ,467
200111   ,4561   ,3268   ,2352    ,491    ,676    ,488
200112   ,4598   ,3077   ,2605    ,519    ,658    ,486
200201   ,4547   ,3000   ,2837    ,505    ,649    ,463
200202   ,4802   ,3076   ,2442    ,514    ,660    ,480
200203   ,4854   ,2895   ,2613    ,517    ,659    ,477
200204   ,4902   ,2900   ,2594    ,504    ,658    ,470
200205   ,4968   ,2864   ,2552    ,506    ,676    ,481
200206   ,5040   ,2802   ,2476    ,496    ,697    ,514
200207   ,4883   ,2830   ,2643    ,491    ,702    ,508
200208   ,4524   ,2992   ,2670    ,508    ,723    ,517
200209   ,4330   ,3028   ,2846    ,506    ,705    ,513
200210   ,4181   ,3041   ,2820    ,524    ,718    ,517
200211   ,4167   ,3050   ,2876    ,487    ,687    ,485
200212   ,4395   ,2844   ,2863    ,490    ,666    ,478
200301   ,4553   ,2730   ,2763    ,506    ,693    ,482
200302   ,4581   ,2652   ,2814    ,508    ,708    ,494
200303   ,4307   ,2558   ,3145    ,513    ,722    ,497
200304   ,4089   ,2774   ,3087    ,517    ,710    ,492
200305   ,4014   ,2832   ,3149    ,533    ,680    ,488
200306   ,4180   ,2885   ,2934    ,528    ,713    ,486
200307   ,4151   ,2818   ,3020    ,551    ,718    ,499
200308   ,4133   ,2892   ,2959    ,533    ,733    ,509
200309   ,4076   ,2624   ,3256    ,549    ,745    ,509
200310   ,3873   ,2772   ,3276    ,569    ,783    ,500
200311   ,3448   ,2760   ,3735    ,549    ,786    ,524
200312   ,3434   ,2570   ,3941    ,545    ,762    ,529
200401   ,3668   ,2595   ,3698    ,540    ,756    ,519
200402   ,4147   ,2495   ,3304    ,560    ,772    ,522
200403   ,3789   ,2561   ,3513    ,550    ,761    ,544
200404   ,3714   ,2505   ,3541    ,580    ,767    ,567
200405   ,3490   ,2493   ,3790    ,584    ,772    ,571
200406   ,3636   ,2393   ,3714    ,567    ,786    ,567
200407   ,4018   ,2280   ,3396    ,579    ,778    ,571
200408   ,4116   ,2281   ,3264    ,568    ,795    ,564
200409   ,4361   ,2262   ,3003    ,588    ,773    ,560
200410   ,4713   ,2193   ,2719    ,589    ,787    ,549
200411   ,4591   ,2442   ,2643    ,588    ,785    ,546
200412   ,4560   ,2425   ,2699    ,602    ,813    ,536
200501   ,4497   ,2386   ,2851    ,598    ,804    ,565
200502   ,4879   ,2408   ,2373    ,624    ,812    ,586
200503   ,4814   ,2280   ,2580    ,617    ,822    ,593
200504   ,4739   ,2331   ,2655    ,628    ,817    ,599
200505   ,4795   ,2240   ,2642    ,633    ,829    ,598
200506   ,4507   ,2276   ,2928    ,610    ,836    ,587
200507   ,4702   ,2224   ,2764    ,628    ,813    ,605
200508   ,4867   ,2230   ,2649    ,624    ,821    ,593
200509   ,4734   ,2299   ,2699    ,609    ,833    ,601
200510   ,4678   ,2318   ,2788    ,585    ,807    ,615
200511   ,4811   ,2497   ,2499    ,595    ,809    ,628
200512   ,4800   ,2520   ,2502    ,608    ,825    ,597
200601   ,4893   ,2582   ,2453    ,628    ,823    ,600
200602   ,5417   ,2287   ,2259    ,609    ,834    ,611
200603   ,5380   ,2396   ,2203    ,592    ,850    ,612
200604   ,5460   ,2335   ,2186    ,594    ,856    ,617
200605   ,5494   ,2359   ,2190    ,623    ,847    ,612
200606   ,5021   ,2466   ,2544    ,600    ,843    ,617
200607   ,5068   ,2455   ,2607    ,597    ,847    ,595
200608   ,5366   ,2434   ,2399    ,592    ,834    ,579
200609   ,5616   ,2192   ,2387    ,603    ,817    ,583
200610   ,5587   ,2245   ,2383    ,613    ,822    ,552
