This file was created by CMPT_IND_RETS using the 201507 CRSP database.
It contains value- and equal-weighted returns for  5 industry portfolios.

The portfolios are constructed at the end of June.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
,Cnsmr,Manuf,HiTec,Hlth ,Other
194807,    300,    412,     51,     18,    154
194808,    300,    412,     51,     18,    154
194809,    300,    411,     51,     18,    154
194810,    300,    411,     51,     18,    154
194811,    300,    411,     51,     18,    154
194812,    300,    411,     51,     18,    154
194901,    300,    411,     51,     18,    154
194902,    300,    411,     51,     18,    154
194903,    300,    411,     51,     18,    154
194904,    300,    411,     51,     18,    154
194905,    300,    411,     51,     18,    154
194906,    300,    411,     51,     18,    154
194907,    304,    425,     53,     18,    158
194908,    304,    425,     53,     18,    158
194909,    304,    425,     53,     18,    158
194910,    304,    425,     53,     18,    158
194911,    304,    425,     53,     18,    158
194912,    304,    425,     53,     18,    157
195001,    302,    425,     53,     18,    157
195002,    302,    425,     53,     18,    157
195003,    302,    425,     53,     18,    157
195004,    302,    425,     53,     18,    157
195005,    302,    425,     52,     18,    157
195006,    302,    424,     52,     18,    157
195007,    303,    443,     52,     18,    159
195008,    303,    443,     52,     18,    159
195009,    303,    443,     52,     18,    159
195010,    303,    443,     52,     18,    159
195011,    303,    443,     52,     18,    159
195012,    302,    442,     52,     18,    159
195101,    302,    442,     52,     18,    158
195102,    302,    442,     52,     18,    158
195103,    302,    442,     52,     18,    158
195104,    302,    442,     52,     18,    158
195105,    302,    442,     52,     18,    158
195106,    302,    442,     52,     18,    158
195107,    307,    462,     54,     19,    161
195108,    306,    462,     54,     19,    161
195109,    306,    461,     54,     19,    161
195110,    306,    461,     54,     19,    161
195111,    306,    459,     54,     19,    161
195112,    306,    459,     54,     19,    161
195201,    306,    459,     54,     19,    161
195202,    306,    459,     54,     19,    161
195203,    306,    459,     54,     19,    160
195204,    305,    459,     54,     19,    160
195205,    305,    459,     54,     19,    160
195206,    305,    459,     54,     19,    160
195207,    309,    467,     57,     19,    160
195208,    309,    467,     57,     19,    160
195209,    309,    467,     57,     19,    160
195210,    309,    467,     57,     18,    160
195211,    309,    466,     57,     18,    160
195212,    309,    466,     57,     18,    160
195301,    309,    466,     57,     18,    160
195302,    308,    466,     56,     18,    160
195303,    306,    466,     55,     18,    160
195304,    306,    466,     55,     18,    160
195305,    306,    465,     55,     17,    157
195306,    306,    465,     55,     17,    157
195307,    307,    477,     58,     18,    161
195308,    306,    477,     58,     18,    161
195309,    304,    477,     58,     18,    161
195310,    303,    477,     58,     18,    161
195311,    303,    476,     58,     18,    161
195312,    303,    476,     58,     18,    161
195401,    303,    476,     58,     18,    161
195402,    303,    476,     58,     18,    161
195403,    303,    476,     58,     18,    161
195404,    303,    475,     58,     18,    161
195405,    302,    473,     58,     18,    161
195406,    302,    473,     58,     18,    161
195407,    301,    483,     59,     18,    162
195408,    301,    482,     59,     18,    162
195409,    301,    482,     59,     18,    162
195410,    300,    481,     59,     18,    160
195411,    300,    480,     59,     18,    160
195412,    300,    480,     59,     18,    160
195501,    300,    479,     59,     18,    160
195502,    298,    478,     59,     18,    160
195503,    298,    476,     59,     18,    160
195504,    298,    476,     59,     17,    159
195505,    298,    475,     58,     17,    158
195506,    298,    475,     58,     17,    158
195507,    302,    491,     58,     17,    159
195508,    302,    489,     58,     17,    158
195509,    301,    487,     58,     17,    158
195510,    300,    486,     58,     17,    158
195511,    300,    486,     58,     17,    158
195512,    298,    484,     58,     17,    158
195601,    296,    484,     58,     17,    158
195602,    295,    484,     58,     17,    158
195603,    295,    484,     58,     17,    158
195604,    295,    484,     58,     17,    158
195605,    293,    484,     58,     17,    158
195606,    293,    483,     58,     17,    156
195607,    294,    495,     60,     17,    158
195608,    293,    494,     60,     17,    157
195609,    293,    493,     60,     17,    156
195610,    293,    490,     60,     17,    156
195611,    292,    490,     60,     17,    156
195612,    292,    490,     60,     17,    156
195701,    292,    486,     60,     17,    156
195702,    292,    486,     60,     17,    156
195703,    292,    486,     60,     17,    156
195704,    291,    486,     60,     17,    156
195705,    289,    485,     60,     17,    156
195706,    288,    483,     60,     17,    156
195707,    293,    498,     69,     17,    160
195708,    292,    497,     68,     17,    160
195709,    292,    496,     68,     17,    159
195710,    290,    496,     67,     17,    159
195711,    290,    496,     66,     17,    159
195712,    290,    494,     66,     17,    157
195801,    290,    492,     66,     17,    157
195802,    289,    492,     66,     17,    157
195803,    287,    490,     66,     17,    156
195804,    287,    490,     66,     17,    156
195805,    286,    489,     66,     17,    156
195806,    285,    487,     66,     17,    156
195807,    281,    499,     72,     20,    167
195808,    281,    498,     72,     20,    166
195809,    281,    497,     72,     20,    164
195810,    281,    496,     72,     20,    162
195811,    281,    496,     72,     20,    162
195812,    280,    495,     72,     20,    162
195901,    280,    495,     72,     20,    162
195902,    278,    495,     72,     20,    162
195903,    277,    494,     71,     20,    160
195904,    277,    493,     71,     20,    158
195905,    277,    493,     71,     20,    158
195906,    277,    493,     71,     20,    157
195907,    284,    500,     78,     22,    160
195908,    284,    500,     78,     22,    159
195909,    284,    500,     78,     22,    159
195910,    283,    500,     77,     22,    159
195911,    283,    499,     77,     22,    159
195912,    283,    499,     76,     22,    158
196001,    283,    499,     75,     22,    158
196002,    283,    499,     75,     22,    157
196003,    282,    499,     75,     22,    157
196004,    281,    498,     75,     22,    156
196005,    281,    496,     74,     22,    156
196006,    281,    496,     74,     22,    156
196007,    290,    512,     83,     23,    164
196008,    289,    512,     83,     23,    164
196009,    289,    511,     83,     23,    164
196010,    286,    511,     83,     23,    163
196011,    285,    511,     83,     23,    162
196012,    284,    511,     83,     23,    162
196101,    282,    510,     83,     22,    162
196102,    279,    510,     83,     22,    161
196103,    279,    509,     83,     22,    161
196104,    278,    508,     83,     22,    161
196105,    278,    508,     83,     22,    161
196106,    277,    508,     83,     22,    160
196107,    289,    524,     90,     23,    165
196108,    288,    523,     90,     23,    163
196109,    287,    523,     90,     23,    162
196110,    286,    522,     90,     23,    162
196111,    286,    522,     89,     23,    161
196112,    286,    521,     88,     23,    160
196201,    286,    520,     88,     23,    160
196202,    285,    518,     88,     23,    160
196203,    285,    518,     88,     23,    160
196204,    285,    514,     88,     23,    159
196205,    284,    513,     88,     23,    159
196206,    284,    511,     87,     23,    159
196207,    294,    533,     98,     23,    164
196208,    294,    533,     98,     23,    164
196209,    294,    532,     98,     23,    164
196210,    293,    532,     98,     23,    164
196211,    292,    531,     98,     23,    164
196212,    292,    530,     98,     23,    164
196301,    292,    530,     98,     23,    163
196302,    292,    529,     98,     23,    163
196303,    291,    529,     98,     23,    163
196304,    291,    528,     98,     23,    162
196305,    289,    526,     97,     23,    161
196306,    289,    525,     96,     23,    161
196307,    555,    863,    154,     36,    350
196308,    554,    862,    154,     36,    346
196309,    552,    857,    154,     36,    346
196310,    551,    854,    153,     36,    343
196311,    550,    852,    153,     36,    342
196312,    547,    845,    153,     36,    341
196401,    546,    839,    153,     36,    341
196402,    546,    838,    153,     36,    341
196403,    544,    835,    153,     36,    340
196404,    543,    833,    152,     36,    338
196405,    540,    829,    151,     36,    337
196406,    539,    826,    151,     36,    337
196407,    582,    866,    166,     38,    349
196408,    581,    865,    166,     38,    348
196409,    579,    860,    166,     38,    347
196410,    579,    857,    166,     38,    344
196411,    578,    855,    166,     38,    343
196412,    576,    852,    164,     38,    343
196501,    575,    847,    163,     38,    342
196502,    571,    844,    163,     38,    341
196503,    570,    842,    160,     38,    338
196504,    568,    839,    160,     38,    338
196505,    567,    837,    160,     38,    335
196506,    565,    835,    160,     38,    334
196507,    602,    870,    176,     39,    361
196508,    601,    868,    175,     39,    360
196509,    597,    864,    174,     39,    359
196510,    592,    861,    174,     39,    358
196511,    591,    859,    174,     39,    356
196512,    588,    857,    173,     39,    356
196601,    585,    854,    172,     38,    353
196602,    583,    848,    172,     38,    351
196603,    582,    847,    172,     38,    351
196604,    579,    844,    172,     38,    351
196605,    573,    841,    171,     38,    350
196606,    569,    838,    171,     38,    349
196607,    607,    871,    185,     39,    364
196608,    607,    870,    184,     39,    360
196609,    607,    869,    184,     39,    359
196610,    606,    865,    184,     39,    357
196611,    602,    862,    184,     39,    355
196612,    599,    860,    183,     39,    351
196701,    597,    859,    183,     39,    349
196702,    596,    857,    183,     39,    348
196703,    594,    854,    181,     39,    348
196704,    592,    853,    179,     39,    346
196705,    587,    848,    177,     39,    343
196706,    583,    845,    177,     39,    341
196707,    608,    886,    192,     40,    351
196708,    605,    882,    192,     40,    349
196709,    601,    873,    191,     40,    347
196710,    597,    868,    188,     40,    346
196711,    593,    865,    187,     40,    345
196712,    590,    859,    186,     39,    344
196801,    586,    847,    184,     38,    342
196802,    584,    843,    183,     38,    339
196803,    581,    842,    183,     38,    337
196804,    578,    837,    183,     38,    334
196805,    575,    832,    183,     38,    333
196806,    569,    821,    182,     38,    330
196807,    605,    860,    210,     44,    346
196808,    604,    858,    210,     44,    344
196809,    602,    854,    209,     44,    341
196810,    598,    846,    208,     44,    341
196811,    595,    841,    207,     44,    340
196812,    592,    833,    207,     44,    338
196901,    586,    829,    207,     44,    335
196902,    583,    824,    206,     44,    334
196903,    581,    822,    205,     44,    330
196904,    577,    821,    203,     44,    329
196905,    576,    817,    201,     44,    328
196906,    573,    815,    201,     44,    325
196907,    640,    855,    228,     49,    375
196908,    639,    853,    226,     49,    374
196909,    637,    851,    226,     49,    370
196910,    637,    850,    225,     49,    370
196911,    636,    846,    224,     49,    369
196912,    630,    845,    222,     49,    369
197001,    628,    843,    222,     49,    369
197002,    627,    841,    222,     49,    369
197003,    627,    841,    222,     49,    365
197004,    627,    839,    220,     49,    362
197005,    625,    834,    220,     49,    362
197006,    621,    833,    219,     49,    361
197007,    688,    869,    225,     53,    409
197008,    686,    867,    224,     53,    407
197009,    686,    867,    221,     53,    406
197010,    686,    864,    221,     53,    406
197011,    684,    863,    220,     52,    405
197012,    681,    857,    219,     52,    403
197101,    677,    856,    219,     51,    402
197102,    674,    854,    219,     51,    401
197103,    672,    853,    218,     51,    398
197104,    670,    850,    216,     51,    398
197105,    669,    846,    213,     51,    395
197106,    667,    844,    211,     51,    393
197107,    714,    870,    222,     60,    442
197108,    713,    869,    222,     60,    441
197109,    713,    869,    220,     60,    441
197110,    713,    869,    220,     60,    441
197111,    712,    866,    220,     60,    441
197112,    712,    865,    219,     60,    439
197201,    711,    860,    218,     60,    439
197202,    711,    860,    218,     60,    438
197203,    709,    859,    217,     60,    436
197204,    708,    857,    216,     60,    433
197205,    708,    855,    216,     60,    430
197206,    707,    854,    215,     60,    427
197207,    769,    882,    222,     70,    488
197208,    763,    881,    222,     70,    485
197209,    762,    880,    222,     70,    485
197210,    759,    879,    222,     70,    484
197211,    758,    877,    220,     70,    482
197212,    757,    875,    220,     70,    482
197301,    752,    873,    219,     70,    481
197302,    749,    870,    218,     70,    480
197303,    748,    868,    218,     70,    478
197304,    746,    868,    217,     70,    477
197305,    740,    864,    215,     70,    475
197306,    738,    864,    214,     70,    474
197307,   1299,   1312,    470,    135,   1924
197308,   1288,   1307,    467,    135,   1905
197309,   1281,   1303,    464,    133,   1893
197310,   1273,   1300,    460,    133,   1882
197311,   1258,   1287,    452,    133,   1852
197312,   1243,   1281,    446,    130,   1823
197401,   1237,   1276,    444,    128,   1809
197402,   1232,   1273,    441,    128,   1803
197403,   1230,   1272,    435,    128,   1793
197404,   1223,   1268,    432,    127,   1787
197405,   1212,   1259,    429,    125,   1776
197406,   1202,   1255,    426,    125,   1763
197407,   1196,   1266,    432,    130,   1742
197408,   1187,   1262,    426,    129,   1730
197409,   1175,   1261,    421,    129,   1721
197410,   1165,   1258,    417,    129,   1710
197411,   1160,   1251,    415,    129,   1700
197412,   1155,   1241,    412,    129,   1688
197501,   1145,   1237,    410,    126,   1678
197502,   1144,   1235,    408,    125,   1674
197503,   1140,   1231,    406,    125,   1670
197504,   1137,   1226,    406,    125,   1661
197505,   1136,   1225,    405,    125,   1658
197506,   1128,   1219,    400,    122,   1651
197507,   1139,   1256,    407,    135,   1662
197508,   1135,   1250,    405,    135,   1657
197509,   1133,   1249,    404,    134,   1655
197510,   1130,   1248,    404,    132,   1647
197511,   1124,   1245,    403,    132,   1643
197512,   1118,   1243,    401,    130,   1637
197601,   1114,   1236,    400,    130,   1629
197602,   1111,   1231,    400,    130,   1625
197603,   1101,   1230,    399,    130,   1621
197604,   1095,   1228,    395,    129,   1615
197605,   1093,   1219,    394,    129,   1609
197606,   1088,   1215,    393,    129,   1606
197607,   1136,   1278,    413,    135,   1670
197608,   1127,   1271,    413,    135,   1664
197609,   1125,   1268,    410,    135,   1658
197610,   1123,   1262,    410,    135,   1655
197611,   1120,   1258,    408,    134,   1653
197612,   1118,   1251,    405,    130,   1646
197701,   1110,   1246,    401,    129,   1640
197702,   1106,   1241,    399,    128,   1636
197703,   1098,   1236,    399,    127,   1632
197704,   1096,   1232,    398,    126,   1629
197705,   1091,   1222,    397,    124,   1627
197706,   1085,   1216,    397,    123,   1624
197707,   1125,   1272,    430,    133,   1677
197708,   1114,   1267,    427,    132,   1669
197709,   1110,   1262,    425,    132,   1659
197710,   1103,   1255,    423,    131,   1653
197711,   1099,   1251,    421,    130,   1651
197712,   1092,   1239,    418,    128,   1646
197801,   1083,   1230,    413,    125,   1631
197802,   1077,   1227,    412,    125,   1622
197803,   1072,   1223,    411,    125,   1616
197804,   1067,   1214,    408,    124,   1613
197805,   1058,   1200,    406,    123,   1607
197806,   1049,   1183,    404,    120,   1600
197807,   1069,   1236,    423,    124,   1664
197808,   1058,   1228,    421,    124,   1656
197809,   1051,   1225,    419,    122,   1647
197810,   1042,   1221,    417,    122,   1638
197811,   1038,   1216,    415,    122,   1629
197812,   1034,   1212,    411,    121,   1621
197901,   1023,   1201,    409,    121,   1611
197902,   1017,   1195,    408,    120,   1598
197903,   1013,   1190,    406,    119,   1594
197904,   1007,   1187,    402,    118,   1581
197905,   1005,   1183,    400,    117,   1573
197906,    996,   1177,    396,    115,   1558
197907,   1015,   1228,    443,    127,   1646
197908,   1009,   1219,    442,    126,   1638
197909,   1004,   1216,    440,    124,   1629
197910,   1000,   1212,    439,    124,   1625
197911,    993,   1208,    434,    124,   1617
197912,    987,   1202,    429,    123,   1611
198001,    977,   1192,    426,    123,   1591
198002,    971,   1188,    424,    122,   1586
198003,    967,   1185,    423,    122,   1575
198004,    960,   1178,    421,    119,   1568
198005,    954,   1174,    417,    117,   1557
198006,    950,   1170,    412,    117,   1546
198007,    988,   1266,    465,    136,   1639
198008,    985,   1260,    461,    135,   1622
198009,    975,   1253,    458,    133,   1613
198010,    970,   1251,    457,    133,   1604
198011,    968,   1246,    454,    132,   1598
198012,    960,   1242,    449,    132,   1585
198101,    948,   1239,    444,    131,   1577
198102,    940,   1232,    443,    130,   1569
198103,    936,   1224,    440,    129,   1565
198104,    929,   1217,    439,    127,   1559
198105,    924,   1212,    439,    126,   1558
198106,    916,   1204,    437,    126,   1550
198107,    977,   1385,    581,    157,   1735
198108,    970,   1379,    580,    157,   1733
198109,    963,   1378,    578,    156,   1720
198110,    956,   1372,    575,    155,   1710
198111,    950,   1368,    571,    155,   1703
198112,    942,   1361,    569,    153,   1697
198201,    938,   1358,    565,    153,   1684
198202,    934,   1352,    563,    153,   1675
198203,    927,   1347,    559,    151,   1660
198204,    920,   1340,    555,    150,   1642
198205,    910,   1338,    554,    150,   1629
198206,    902,   1335,    553,    148,   1618
198207,    957,   1439,    654,    175,   1718
198208,    952,   1433,    652,    174,   1706
198209,    948,   1420,    649,    172,   1682
198210,    941,   1411,    645,    171,   1666
198211,    932,   1407,    643,    170,   1641
198212,    931,   1396,    639,    168,   1626
198301,    921,   1382,    637,    167,   1603
198302,    917,   1372,    636,    165,   1596
198303,    912,   1368,    634,    162,   1588
198304,    910,   1359,    632,    160,   1581
198305,    906,   1353,    624,    160,   1568
198306,    901,   1342,    619,    159,   1556
198307,    998,   1419,    755,    201,   1730
198308,    992,   1403,    752,    199,   1715
198309,    986,   1392,    748,    199,   1701
198310,    985,   1383,    744,    199,   1693
198311,    981,   1380,    742,    199,   1683
198312,    973,   1368,    739,    198,   1676
198401,    964,   1356,    737,    195,   1661
198402,    950,   1348,    735,    193,   1653
198403,    947,   1339,    734,    193,   1642
198404,    941,   1331,    731,    193,   1631
198405,    932,   1328,    730,    190,   1619
198406,    924,   1317,    721,    190,   1600
198407,   1098,   1438,    995,    284,   1854
198408,   1093,   1433,    992,    283,   1841
198409,   1074,   1415,    985,    281,   1821
198410,   1066,   1407,    974,    278,   1796
198411,   1058,   1388,    967,    277,   1779
198412,   1050,   1377,    964,    273,   1768
198501,   1038,   1367,    956,    269,   1742
198502,   1032,   1353,    950,    268,   1733
198503,   1025,   1342,    943,    265,   1726
198504,   1014,   1338,    935,    264,   1712
198505,    996,   1328,    929,    264,   1692
198506,    986,   1315,    916,    259,   1677
198507,   1074,   1402,   1035,    312,   1755
198508,   1065,   1389,   1024,    311,   1732
198509,   1055,   1382,   1017,    309,   1714
198510,   1042,   1369,   1007,    307,   1705
198511,   1029,   1356,    998,    304,   1686
198512,   1014,   1345,    988,    300,   1669
198601,   1007,   1334,    980,    296,   1643
198602,    999,   1326,    975,    293,   1632
198603,    992,   1313,    962,    289,   1617
198604,    979,   1300,    955,    285,   1602
198605,    970,   1286,    949,    281,   1584
198606,    962,   1268,    939,    277,   1572
198607,   1135,   1396,   1044,    362,   1764
198608,   1128,   1382,   1035,    359,   1747
198609,   1118,   1369,   1026,    357,   1730
198610,   1106,   1353,   1015,    352,   1719
198611,   1093,   1338,   1003,    345,   1699
198612,   1075,   1307,    988,    344,   1667
198701,   1058,   1300,    976,    338,   1652
198702,   1056,   1291,    974,    335,   1647
198703,   1050,   1279,    968,    331,   1635
198704,   1039,   1269,    966,    331,   1627
198705,   1035,   1264,    961,    331,   1613
198706,   1026,   1254,    951,    330,   1603
198707,   1203,   1359,   1096,    412,   2049
198708,   1192,   1349,   1082,    410,   2036
198709,   1184,   1336,   1073,    408,   2030
198710,   1169,   1324,   1063,    407,   2009
198711,   1154,   1313,   1057,    401,   1991
198712,   1137,   1306,   1045,    397,   1974
198801,   1131,   1299,   1039,    392,   1958
198802,   1123,   1287,   1023,    390,   1936
198803,   1110,   1280,   1017,    382,   1922
198804,   1090,   1271,   1009,    381,   1909
198805,   1065,   1258,    997,    379,   1886
198806,   1054,   1245,    987,    375,   1875
198807,   1180,   1300,   1079,    413,   2079
198808,   1165,   1287,   1067,    406,   2053
198809,   1154,   1277,   1057,    398,   2033
198810,   1144,   1267,   1051,    396,   2019
198811,   1131,   1250,   1040,    391,   2003
198812,   1107,   1238,   1025,    388,   1973
198901,   1097,   1230,   1014,    386,   1956
198902,   1089,   1224,   1000,    384,   1941
198903,   1080,   1217,    986,    381,   1925
198904,   1072,   1213,    980,    377,   1907
198905,   1059,   1203,    967,    374,   1893
198906,   1046,   1188,    956,    368,   1873
198907,   1120,   1266,   1003,    398,   2002
198908,   1109,   1256,    994,    396,   1974
198909,   1095,   1247,    987,    394,   1950
198910,   1088,   1238,    983,    389,   1938
198911,   1076,   1233,    972,    387,   1915
198912,   1067,   1225,    967,    384,   1896
199001,   1061,   1214,    959,    380,   1875
199002,   1051,   1209,    953,    378,   1860
199003,   1045,   1201,    946,    377,   1842
199004,   1034,   1197,    937,    373,   1827
199005,   1027,   1189,    929,    371,   1807
199006,   1016,   1181,    913,    366,   1789
199007,   1092,   1227,    991,    426,   1945
199008,   1082,   1219,    982,    426,   1923
199009,   1075,   1215,    977,    424,   1907
199010,   1063,   1208,    971,    420,   1892
199011,   1056,   1200,    962,    415,   1876
199012,   1055,   1190,    953,    414,   1863
199101,   1049,   1185,    949,    411,   1839
199102,   1043,   1180,    944,    406,   1830
199103,   1038,   1173,    935,    403,   1819
199104,   1026,   1160,    928,    400,   1800
199105,   1016,   1152,    924,    398,   1783
199106,   1007,   1150,    919,    396,   1774
199107,   1057,   1207,    959,    458,   1877
199108,   1049,   1203,    954,    454,   1864
199109,   1044,   1202,    947,    453,   1852
199110,   1038,   1200,    938,    450,   1840
199111,   1028,   1197,    930,    450,   1827
199112,   1023,   1192,    918,    447,   1806
199201,   1018,   1186,    912,    445,   1790
199202,   1009,   1182,    906,    440,   1780
199203,   1002,   1178,    899,    439,   1758
199204,    994,   1169,    893,    436,   1740
199205,    984,   1158,    884,    432,   1722
199206,    973,   1145,    870,    428,   1704
199207,   1126,   1198,    975,    549,   1840
199208,   1113,   1188,    962,    547,   1826
199209,   1107,   1183,    959,    541,   1813
199210,   1097,   1178,    953,    533,   1793
199211,   1090,   1175,    948,    533,   1784
199212,   1088,   1171,    942,    532,   1766
199301,   1085,   1167,    934,    531,   1748
199302,   1080,   1165,    931,    528,   1735
199303,   1075,   1162,    923,    526,   1715
199304,   1072,   1160,    920,    522,   1707
199305,   1071,   1156,    917,    518,   1697
199306,   1065,   1147,    914,    517,   1686
199307,   1207,   1210,   1035,    596,   1907
199308,   1203,   1204,   1032,    590,   1896
199309,   1200,   1201,   1027,    587,   1889
199310,   1195,   1198,   1024,    584,   1876
199311,   1190,   1189,   1022,    582,   1871
199312,   1185,   1184,   1013,    580,   1852
199401,   1178,   1181,   1011,    579,   1832
199402,   1174,   1176,   1005,    574,   1820
199403,   1172,   1173,   1002,    572,   1806
199404,   1171,   1167,    995,    567,   1795
199405,   1168,   1161,    988,    561,   1783
199406,   1163,   1157,    984,    553,   1765
199407,   1368,   1315,   1160,    623,   2081
199408,   1361,   1308,   1152,    622,   2062
199409,   1351,   1305,   1141,    618,   2046
199410,   1347,   1300,   1135,    609,   2034
199411,   1340,   1295,   1128,    605,   2021
199412,   1330,   1286,   1114,    600,   2006
199501,   1323,   1282,   1105,    595,   1980
199502,   1318,   1275,   1098,    591,   1965
199503,   1308,   1267,   1088,    585,   1949
199504,   1297,   1262,   1085,    581,   1931
199505,   1283,   1253,   1079,    574,   1914
199506,   1270,   1244,   1065,    573,   1897
199507,   1386,   1316,   1209,    621,   2103
199508,   1374,   1315,   1199,    613,   2093
199509,   1368,   1308,   1192,    608,   2081
199510,   1357,   1302,   1184,    603,   2061
199511,   1348,   1295,   1178,    594,   2047
199512,   1341,   1292,   1166,    591,   2029
199601,   1330,   1284,   1160,    587,   1994
199602,   1321,   1274,   1150,    584,   1980
199603,   1320,   1264,   1147,    580,   1962
199604,   1317,   1258,   1141,    577,   1938
199605,   1310,   1249,   1133,    573,   1923
199606,   1298,   1245,   1130,    569,   1910
199607,   1428,   1334,   1415,    698,   2191
199608,   1420,   1323,   1403,    693,   2177
199609,   1406,   1317,   1398,    689,   2165
199610,   1395,   1308,   1390,    688,   2146
199611,   1387,   1302,   1382,    686,   2127
199612,   1375,   1294,   1374,    679,   2107
199701,   1365,   1284,   1362,    674,   2089
199702,   1353,   1282,   1352,    671,   2076
199703,   1343,   1272,   1340,    666,   2054
199704,   1335,   1270,   1329,    662,   2035
199705,   1328,   1265,   1319,    659,   2020
199706,   1316,   1258,   1308,    655,   1991
199707,   1431,   1341,   1522,    736,   2245
199708,   1417,   1322,   1511,    731,   2221
199709,   1400,   1316,   1502,    721,   2206
199710,   1388,   1302,   1495,    714,   2185
199711,   1378,   1294,   1482,    709,   2166
199712,   1361,   1280,   1462,    702,   2133
199801,   1344,   1267,   1448,    697,   2115
199802,   1330,   1263,   1433,    693,   2089
199803,   1312,   1254,   1418,    684,   2057
199804,   1301,   1242,   1406,    681,   2028
199805,   1290,   1236,   1390,    675,   2004
199806,   1278,   1219,   1367,    668,   1977
199807,   1387,   1271,   1539,    730,   2202
199808,   1372,   1261,   1522,    722,   2176
199809,   1352,   1248,   1495,    714,   2158
199810,   1330,   1233,   1466,    694,   2126
199811,   1319,   1226,   1451,    685,   2105
199812,   1302,   1217,   1433,    675,   2073
199901,   1284,   1203,   1414,    667,   2046
199902,   1268,   1190,   1400,    661,   2022
199903,   1247,   1172,   1377,    648,   1995
199904,   1231,   1158,   1362,    642,   1976
199905,   1217,   1148,   1341,    638,   1958
199906,   1202,   1139,   1318,    628,   1934
199907,   1240,   1155,   1487,    632,   2073
199908,   1228,   1130,   1467,    626,   2054
199909,   1214,   1118,   1449,    614,   2034
199910,   1206,   1105,   1431,    608,   2006
199911,   1199,   1084,   1410,    591,   1980
199912,   1180,   1075,   1389,    583,   1958
200001,   1171,   1070,   1372,    578,   1938
200002,   1162,   1059,   1353,    572,   1918
200003,   1155,   1049,   1340,    570,   1878
200004,   1144,   1041,   1326,    567,   1855
200005,   1133,   1034,   1311,    561,   1842
200006,   1120,   1022,   1292,    556,   1816
200007,   1166,   1042,   1660,    602,   1933
200008,   1151,   1034,   1644,    595,   1918
200009,   1139,   1016,   1628,    586,   1901
200010,   1115,   1004,   1608,    578,   1870
200011,   1095,    990,   1592,    564,   1846
200012,   1074,    978,   1571,    553,   1828
200101,   1058,    961,   1552,    549,   1796
200102,   1046,    957,   1533,    543,   1776
200103,   1033,    948,   1509,    539,   1760
200104,   1020,    937,   1478,    531,   1734
200105,   1000,    923,   1447,    525,   1716
200106,    989,    916,   1422,    522,   1690
200107,    987,    963,   1546,    570,   1731
200108,    967,    952,   1501,    566,   1713
200109,    957,    947,   1489,    563,   1695
200110,    948,    941,   1472,    561,   1680
200111,    933,    931,   1446,    557,   1656
200112,    924,    927,   1430,    555,   1633
200201,    913,    919,   1414,    553,   1612
200202,    906,    912,   1399,    551,   1591
200203,    896,    906,   1385,    550,   1575
200204,    890,    896,   1366,    544,   1558
200205,    886,    892,   1346,    543,   1547
200206,    880,    886,   1327,    538,   1543
200207,    897,    883,   1366,    568,   1582
200208,    891,    877,   1339,    565,   1562
200209,    888,    873,   1322,    563,   1552
200210,    880,    864,   1302,    557,   1540
200211,    877,    856,   1286,    555,   1529
200212,    872,    851,   1266,    548,   1520
200301,    866,    843,   1249,    544,   1502
200302,    862,    838,   1233,    539,   1494
200303,    855,    832,   1202,    527,   1478
200304,    843,    828,   1188,    522,   1473
200305,    835,    826,   1174,    521,   1459
200306,    827,    824,   1159,    516,   1452
200307,    835,    835,   1176,    518,   1501
200308,    829,    831,   1160,    514,   1487
200309,    823,    828,   1149,    513,   1481
200310,    817,    824,   1136,    512,   1472
200311,    813,    822,   1123,    510,   1456
200312,    806,    816,   1113,    509,   1443
200401,    799,    813,   1106,    506,   1430
200402,    796,    810,   1098,    503,   1421
200403,    794,    805,   1084,    502,   1415
200404,    785,    803,   1079,    499,   1401
200405,    779,    799,   1075,    497,   1386
200406,    776,    796,   1066,    493,   1376
200407,    802,    804,   1120,    551,   1455
200408,    794,    802,   1110,    548,   1448
200409,    791,    798,   1109,    548,   1436
200410,    785,    795,   1100,    547,   1424
200411,    780,    792,   1090,    546,   1413
200412,    775,    787,   1083,    543,   1401
200501,    774,    780,   1079,    540,   1381
200502,    770,    778,   1073,    539,   1369
200503,    763,    770,   1070,    538,   1361
200504,    757,    766,   1063,    536,   1353
200505,    752,    762,   1053,    533,   1342
200506,    749,    759,   1040,    531,   1336
200507,    787,    796,   1108,    569,   1431
200508,    778,    791,   1094,    565,   1422
200509,    774,    788,   1085,    560,   1415
200510,    763,    782,   1075,    555,   1409
200511,    758,    781,   1063,    549,   1403
200512,    750,    775,   1057,    546,   1390
200601,    745,    773,   1044,    540,   1379
200602,    738,    770,   1029,    536,   1374
200603,    732,    770,   1021,    532,   1365
200604,    729,    765,   1014,    525,   1358
200605,    724,    762,   1004,    521,   1350
200606,    718,    759,    997,    519,   1343
200607,    764,    804,   1044,    573,   1443
200608,    761,    801,   1035,    572,   1436
200609,    755,    798,   1030,    571,   1430
200610,    751,    793,   1018,    570,   1421
200611,    742,    791,   1013,    562,   1410
200612,    739,    784,   1002,    557,   1400
200701,    733,    779,    989,    550,   1386
