This file was created by CMPT_ME_PRIOR_RETS using the 201509 CRSP database.
It contains value- weighted returns for the intersections of  2 ME portfolios
and  3 prior return portfolios.

The portfolios are constructed monthly.  ME is market cap at the end of the
previous month.  PRIOR_RET is from -60 to -13.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
,SMALL LoPRIOR,ME1 PRIOR2,SMALL HiPRIOR,BIG LoPRIOR,ME2 PRIOR2,BIG HiPRIOR
193101,  22.46,  12.65,  19.58,   4.79,   8.18,   5.12
193102,  16.14,  17.75,  12.96,  12.78,   6.38,  11.89
193103,  -4.21,  -8.45, -11.09,  -2.32, -10.66,  -4.90
193104, -16.73, -15.61, -17.05, -12.48, -10.74,  -8.88
193105, -13.32, -13.62, -17.44, -22.92, -12.69, -13.25
193106,  16.64,  20.98,  22.24,  26.48,  15.82,  13.96
193107,  -4.30,  -7.85,  -9.62,  -3.82,  -7.43,  -6.90
193108,  -7.36,   1.57,  -1.80,  -1.49,   0.28,  -0.14
193109, -32.99, -35.21, -31.39, -41.10, -28.85, -28.43
193110,   9.90,  10.28,   8.40,  23.95,   6.26,   8.53
193111,  -9.62,  -9.54,  -8.40,  -5.24, -11.46,  -8.43
193112, -21.05, -23.59, -18.74, -21.68, -16.98, -11.70
193201,  12.20,  13.20,   5.21,   3.53,   1.58,  -2.66
193202,   0.89,   2.81,   0.50,   5.89,   1.06,   6.98
193203, -11.61, -11.79, -12.77,  -9.97, -11.11, -11.09
193204, -18.47, -17.26, -17.68, -16.83, -15.29, -19.50
193205, -15.84, -25.18, -29.42, -14.73, -21.74, -19.85
193206,   3.22,   6.26,  14.18,   5.76,   5.91,  -2.33
193207,  48.57,  48.90,  38.98,  63.04,  43.81,  32.87
193208,  83.24,  73.40,  61.09,  54.06,  43.95,  32.86
193209, -12.62,  -9.35,  -2.26,  -8.25,  -5.79,  -1.66
193210, -21.88, -15.23, -10.94, -17.49, -16.76, -11.91
193211,  -8.71,  -7.98,  -5.52, -15.17,  -8.88,  -5.19
193212,  -9.63,  -5.44,  -4.46,  -5.89,  -1.10,   6.57
193301,   3.87,   3.65,   8.65,  10.73,   3.78,   1.00
193302, -19.02, -19.36, -20.57, -23.30, -17.30, -14.52
193303,  13.85,  14.91,   5.47,   6.14,   8.42,   2.05
193304,  62.63,  54.77,  37.86,  77.65,  60.30,  29.69
193305,  94.17,  63.01,  56.10,  44.06,  26.76,  15.86
193306,  29.11,  17.87,  17.49,  20.28,  18.47,  10.11
193307,  -7.89, -12.90, -10.82,  -9.06, -11.13,  -8.11
193308,   8.96,   9.66,  11.78,  17.74,  18.07,  10.01
193309, -21.84, -17.27,  -7.13, -20.85, -12.78,  -7.66
193310, -13.04, -13.02, -10.70, -16.44, -11.92,  -6.73
193311,   6.89,   5.25,   4.19,  10.23,  15.52,   8.52
193312,  -1.27,   2.37,   1.50,   2.70,   4.24,   0.82
193401,  48.57,  32.97,  16.48,  30.56,  15.98,   8.53
193402,   2.74,   1.53,  -0.26,  -1.98,  -3.01,  -2.22
193403,   0.31,   0.88,   4.00,   0.87,  -0.42,   0.33
193404,  -2.97,   0.93,   1.78,  -3.67,  -4.38,  -0.13
193405, -15.10, -11.37,  -5.71, -11.34, -10.36,  -5.50
193406,  -3.98,   0.67,   1.74,   0.17,   2.02,   3.24
193407, -25.84, -21.56, -20.15, -26.97, -13.68,  -6.14
193408,  14.08,  11.52,  10.35,  11.74,   5.70,   4.58
193409,  -2.32,  -1.25,  -1.53,   0.66,   0.09,  -0.23
193410,  -3.10,  -1.61,  -2.21,  -6.60,  -3.68,  -0.24
193411,  15.90,  15.44,  11.12,   7.82,  10.44,   6.91
193412,   0.13,   2.46,   1.95,  -2.37,  -0.29,   0.54
193501,  -3.78,  -4.03,  -5.09,  -8.40,  -4.22,  -2.47
193502,  -9.28,  -9.00,  -3.07, -11.68,  -2.26,  -0.32
193503, -11.37,  -8.94, -10.81,  -4.43,  -2.55,  -3.98
193504,  14.76,   9.82,  10.23,  13.80,  10.56,   7.40
193505,   4.10,   0.93,   2.35,   5.03,   4.45,   2.55
193506,   0.39,   6.82,   2.68,   8.33,   5.85,   5.71
193507,  15.16,  13.64,   5.48,  15.83,   6.76,   5.89
193508,  16.92,   4.70,   4.01,   8.91,   1.62,   2.30
193509,   3.04,   6.87,   1.05,   0.96,   3.14,   2.40
193510,  10.67,  10.47,   5.14,  11.56,   6.46,   6.26
193511,  19.03,  10.71,  10.97,  10.32,   4.99,   3.03
193512,   4.60,   7.68,   6.68,   7.64,   4.04,   2.93
193601,  23.77,   9.99,   6.69,  11.26,   6.37,   4.03
193602,   7.14,   7.61,   4.66,   2.34,   3.13,   1.04
193603,  -0.23,   1.45,   2.27,  -0.28,   1.76,   0.48
193604, -17.80, -13.21,  -8.82, -10.67,  -8.43,  -5.94
193605,   7.20,   6.27,   3.70,   7.94,   4.99,   4.87
193606,  -3.00,   0.77,   1.02,   1.90,   2.97,   2.57
193607,  10.23,   9.28,   6.53,  12.29,   5.65,   6.40
193608,   2.53,   3.53,   0.25,   2.39,   1.40,  -0.09
193609,   4.38,   4.95,   1.79,  -1.22,   0.15,   3.04
193610,   6.85,   7.49,   4.84,   6.99,   8.61,   5.68
193611,  10.04,  13.13,   9.12,  -0.80,   2.92,   4.07
193612,   6.64,   5.16,   1.38,  -1.07,   1.67,  -2.69
193701,   9.83,   9.08,  10.11,   5.70,   2.54,   3.11
193702,   3.34,   5.55,   2.33,   0.97,   0.39,   2.58
193703,  -0.67,  -1.16,   0.01,  -1.54,  -0.43,   1.92
193704, -12.74,  -9.91, -10.24,  -6.87,  -6.45,  -9.21
193705,  -4.02,  -2.33,  -1.08,  -1.78,  -0.86,   0.77
193706, -10.60,  -8.46,  -8.59,  -2.20,  -4.06,  -5.79
193707,  10.86,   9.71,  12.83,   8.60,   8.85,   9.46
193708,  -5.18,  -5.25,  -3.79,  -6.08,  -5.52,  -3.29
193709, -24.79, -22.44, -20.03, -15.43, -12.37, -13.21
193710, -10.49,  -9.45, -12.20,  -9.36,  -7.97, -12.44
193711, -12.05, -12.73, -11.65,  -4.98,  -7.46, -11.03
193712, -13.33, -11.98, -14.26,  -4.51,  -2.56,  -5.47
193801,   4.83,   6.20,   5.44,   0.06,   0.83,  -0.16
193802,   5.89,   6.94,   9.11,   3.53,   6.54,   7.63
193803, -31.30, -29.83, -35.56, -19.16, -25.09, -30.63
193804,  24.95,  20.82,  26.23,  13.48,  13.53,  18.70
193805,  -7.83,  -7.92,  -9.61,  -0.34,  -4.25,  -6.29
193806,  32.08,  32.77,  41.09,  17.39,  21.59,  33.26
193807,  14.41,  14.49,  17.34,   5.23,   6.47,   8.10
193808,  -9.71,  -8.23,  -4.77,  -4.01,  -1.82,  -2.72
193809,  -2.32,  -2.26,  -2.84,  -0.26,   1.18,   1.26
193810,  20.10,  15.54,  15.90,  14.50,   5.97,   7.88
193811,  -6.64,  -3.90,  -4.38,  -5.84,  -0.83,  -2.21
193812,   0.55,   6.26,   3.70,   5.34,   4.13,   4.13
193901,  -9.71,  -8.49,  -7.98,  -6.08,  -5.93,  -5.73
193902,   4.77,   4.83,   4.53,   7.33,   3.65,   2.87
193903, -23.76, -17.73, -19.65, -21.35, -11.42, -10.87
193904,   1.98,   0.01,   0.93,   0.78,   0.17,  -0.43
193905,   9.15,  10.00,  12.02,   9.67,   5.95,   7.03
193906, -13.06,  -8.74,  -8.01, -10.71,  -4.45,  -5.40
193907,  15.51,  14.59,  18.59,  16.91,   8.88,  10.89
193908, -12.48, -11.37, -13.32,  -8.97,  -5.47,  -7.58
193909,  60.25,  39.59,  41.38,  27.86,  11.97,  19.22
193910,  -5.05,   0.18,  -0.55,  -4.14,   0.04,  -0.92
193911, -13.22,  -8.03,  -8.23,  -6.97,  -2.24,  -4.25
193912,   0.17,   4.39,   1.49,   1.72,   2.71,   3.61
194001,  -1.56,  -2.19,  -4.82,  -0.03,  -1.84,  -3.76
194002,   2.48,   4.77,   5.07,   2.01,   0.94,   1.60
194003,   2.64,   2.07,   4.45,   1.74,   1.45,   2.37
194004,   2.83,   1.62,   0.63,   0.11,  -0.05,   0.10
194005, -31.27, -27.28, -29.05, -25.31, -22.09, -20.89
194006,   7.96,   6.78,   6.07,   7.56,   7.47,   6.02
194007,   3.37,   4.11,   4.65,   1.96,   2.96,   3.43
194008,   1.21,   3.51,   5.82,   3.36,   1.82,   2.52
194009,   3.51,   5.16,   4.71,   0.67,   1.73,   2.73
194010,   6.32,   3.69,   5.56,   5.22,   2.15,   4.23
194011,  -1.98,   1.68,   2.65,  -6.00,  -2.23,  -0.45
194012,  -1.56,  -2.25,  -0.36,  -2.71,   0.00,   1.82
194101,   0.11,  -1.79,  -2.90,  -2.61,  -3.31,  -5.25
194102,  -3.61,  -2.31,  -1.30,  -2.22,  -0.90,  -1.63
194103,   2.01,   2.64,   0.59,   0.67,   0.70,   0.91
194104,  -7.48,  -5.95,  -5.13,  -4.70,  -5.37,  -5.54
194105,  -0.06,   2.24,   1.94,   2.32,   1.97,   0.86
194106,   7.27,   6.19,   6.52,   3.59,   5.32,   6.44
194107,  17.53,  13.86,   9.70,  13.03,   6.96,   3.62
194108,  -1.10,  -1.09,  -0.75,  -2.61,  -0.27,   0.30
194109,  -2.65,  -2.28,  -0.17,  -4.63,  -1.58,   0.26
194110,  -9.62,  -5.82,  -3.17,  -5.49,  -5.20,  -5.17
194111,  -5.37,  -2.26,  -1.20,  -1.84,  -1.77,  -2.20
194112, -14.44,  -7.66,  -6.19,  -7.95,  -4.53,  -4.89
194201,  19.27,  10.59,   6.24,  14.17,   2.78,  -1.69
194202,  -1.42,  -0.84,  -1.43,  -0.06,  -2.49,  -2.62
194203,  -6.03,  -2.82,  -5.47,  -6.26,  -6.45,  -6.73
194204,  -5.59,  -4.15,  -3.63,  -3.57,  -3.08,  -5.36
194205,   0.52,   1.62,   3.47,   3.25,   4.88,   7.47
194206,   2.29,   2.26,   2.34,   2.56,   2.49,   2.93
194207,   4.91,   5.10,   4.12,   8.48,   4.12,   2.60
194208,   2.20,   2.33,   2.39,   2.00,   2.04,   1.68
194209,   5.57,   3.59,   2.91,   5.63,   2.75,   2.01
194210,  17.77,   8.03,   6.94,  12.12,   7.15,   5.28
194211,  -5.27,  -1.28,  -0.90,  -1.44,   0.29,   0.63
194212,   3.17,   4.19,   1.41,   6.57,   5.17,   4.97
194301,  28.74,  14.01,  11.91,  13.25,   6.18,   5.84
194302,  22.11,   8.42,   8.29,  10.50,   5.47,   5.15
194303,  16.25,  12.49,  10.78,  10.26,   4.82,   5.92
194304,   7.85,   1.83,   1.70,   2.84,   0.30,  -0.14
194305,  13.86,   9.46,   6.24,   8.44,   5.16,   4.89
194306,  -0.28,   1.95,   1.02,   1.52,   1.66,   2.62
194307, -10.88,  -6.75,  -5.96,  -5.31,  -4.00,  -5.81
194308,   0.32,   0.68,   0.26,   0.63,   1.20,   2.08
194309,   5.69,   3.50,   2.73,   5.01,   2.13,   1.96
194310,  -1.55,   0.77,   0.82,  -1.29,  -1.32,  -0.24
194311, -12.88,  -8.89,  -7.28,  -9.05,  -4.99,  -6.19
194312,  13.71,  10.06,   8.97,   8.83,   5.48,   6.97
194401,   7.28,   4.10,   3.63,   3.28,   1.23,   2.02
194402,   2.43,   0.80,   1.83,  -0.18,   0.29,   1.27
194403,   7.39,   3.97,   3.82,   2.48,   2.16,   3.19
194404,  -4.84,  -2.80,  -2.51,  -1.45,  -1.38,  -2.67
194405,   7.62,   6.99,   6.85,   4.31,   5.46,   5.60
194406,  11.76,  10.25,  10.54,   5.41,   5.11,   5.72
194407,  -0.88,  -0.28,  -2.14,  -0.83,  -2.19,  -2.26
194408,   3.92,   3.58,   3.94,   1.99,   1.14,   0.64
194409,  -0.09,  -0.32,  -0.43,  -0.13,   0.30,  -0.10
194410,  -1.18,  -0.01,   0.25,  -0.15,   0.40,  -0.07
194411,   1.57,   3.00,   3.40,   0.39,   2.06,   3.40
194412,  12.15,   5.74,   6.99,   3.01,   2.88,   8.82
194501,   5.38,   4.55,   4.90,   1.85,   1.84,   1.39
194502,  10.25,   9.65,   9.21,   5.45,   6.19,   7.19
194503,  -6.90,  -5.05,  -5.65,  -2.82,  -4.43,  -4.63
194504,   8.57,   9.21,   9.60,   6.90,   8.24,   9.58
194505,   1.94,   3.21,   4.45,   1.98,   1.58,   1.10
194506,   6.28,   2.06,   3.70,   0.39,  -0.54,   1.00
194507,  -3.69,  -3.89,  -3.93,  -0.76,  -2.75,  -4.28
194508,   5.93,   8.29,   6.47,   5.98,   6.46,   6.58
194509,   5.72,   6.44,   8.18,   4.89,   3.78,   6.23
194510,   5.65,   5.95,   9.08,   2.84,   3.71,   6.86
194511,   9.60,   9.18,  11.81,   3.67,   5.00,   9.17
194512,   1.74,   2.65,   2.91,   0.69,   1.08,   2.74
194601,  11.77,   9.97,   9.47,   5.97,   5.94,   5.96
194602,  -5.92,  -6.76,  -7.68,  -4.85,  -6.28,  -7.26
194603,   3.72,   5.51,   6.10,   5.45,   5.63,   8.83
194604,   3.14,   6.34,   6.48,   4.09,   4.84,   2.16
194605,   5.41,   6.41,   6.83,   3.22,   3.87,   6.05
194606,  -4.15,  -5.47,  -4.83,  -2.61,  -4.81,  -4.91
194607,  -3.98,  -4.21,  -5.51,  -1.66,  -3.62,  -3.82
194608,  -7.06,  -6.91,  -9.60,  -5.85,  -6.74,  -7.78
194609, -12.96, -13.72, -16.88,  -7.69, -11.04, -15.32
194610,  -0.73,   0.49,  -2.88,  -1.22,  -1.84,  -1.76
194611,   1.96,   0.89,  -1.31,   0.80,  -0.46,  -2.84
194612,   4.38,   4.75,   3.29,   4.76,   5.59,   5.38
194701,   3.68,   4.30,   4.74,   1.10,   1.49,   0.59
194702,  -0.09,  -0.08,  -1.37,  -1.23,  -0.52,  -1.00
194703,  -1.98,  -2.99,  -4.50,  -0.84,  -2.09,  -4.35
194704,  -6.84,  -8.11, -11.74,  -3.15,  -5.86,  -8.61
194705,  -2.49,  -4.35,  -5.76,  -0.14,  -0.96,  -3.21
194706,   3.23,   5.86,   6.34,   4.82,   6.34,   6.29
194707,   4.15,   6.26,   7.66,   3.24,   4.93,   7.23
194708,   0.33,  -0.61,  -1.85,  -1.44,  -1.82,  -4.03
194709,   1.36,   1.56,  -0.14,  -0.69,  -0.90,   1.41
194710,   2.67,   4.01,   3.68,   2.08,   2.95,   2.95
194711,  -2.70,  -3.31,  -4.05,  -1.13,  -2.13,  -3.28
194712,   1.11,   2.36,   1.62,   2.84,   3.93,   2.41
194801,  -0.35,  -1.50,  -1.86,  -3.59,  -4.28,  -4.46
194802,  -4.87,  -6.56,  -7.02,  -3.86,  -4.24,  -6.85
194803,  10.24,   8.40,   8.39,   6.60,  10.02,  11.52
194804,   3.26,   2.81,   2.61,   3.60,   3.85,   3.76
194805,   9.36,   9.16,  10.27,   7.63,   6.90,   7.96
194806,  -0.92,  -1.91,  -2.06,  -0.22,   0.78,  -1.91
194807,  -5.63,  -4.45,  -5.37,  -3.56,  -5.10,  -6.77
194808,  -1.67,   0.11,  -0.46,   0.25,   0.36,   1.15
194809,  -4.51,  -4.29,  -4.51,  -1.97,  -3.15,  -4.39
194810,   6.37,   4.00,   4.59,   5.44,   6.81,   6.26
194811, -11.96, -10.02, -10.93,  -8.34,  -9.31, -11.08
194812,   0.84,  -0.25,  -0.19,   3.92,   3.12,   3.52
194901,   2.69,   2.18,   2.25,   1.10,  -0.67,  -0.10
194902,  -4.68,  -4.55,  -5.14,  -1.86,  -3.28,  -3.51
194903,   7.26,   6.32,   6.39,   3.78,   3.72,   5.17
194904,  -3.61,  -3.33,  -3.47,  -1.65,  -1.63,  -2.14
194905,  -6.04,  -3.97,  -6.20,  -1.64,  -3.17,  -3.98
194906,  -1.67,  -0.51,  -0.73,   0.28,   0.10,   0.89
194907,   6.57,   6.47,   6.01,   4.95,   5.59,   6.37
194908,   2.09,   2.70,   2.93,   1.20,   3.17,   3.42
194909,   5.30,   3.34,   4.93,   2.11,   3.27,   3.66
194910,   3.98,   4.07,   4.23,   2.99,   3.55,   3.12
194911,  -1.14,   0.41,   2.18,   1.05,   2.41,   1.45
194912,  10.18,   6.88,   6.09,   7.82,   4.10,   5.03
195001,   5.78,   4.05,   4.42,   3.99,   1.63,   0.74
195002,   2.42,   0.45,   2.20,   1.21,   1.61,   1.31
195003,  -1.57,  -1.23,  -0.12,   0.93,   2.21,   0.77
195004,   8.65,   3.31,   3.47,   4.24,   4.30,   3.66
195005,   2.33,   3.66,   3.78,   1.00,   4.77,   5.36
195006,  -9.88,  -6.74,  -6.84,  -9.02,  -4.93,  -5.83
195007,  10.52,   5.07,   3.67,   9.08,   1.38,   0.93
195008,   4.16,   6.54,   6.11,   1.98,   4.18,   6.31
195009,   4.93,   4.94,   5.04,   5.75,   4.60,   4.93
195010,   0.27,   0.04,   0.82,  -0.75,   0.11,  -0.02
195011,   3.84,   2.40,   2.67,   5.03,   0.78,   4.62
195012,  14.00,   7.05,   5.56,  12.55,   3.82,   6.20
195101,   9.30,   8.15,   7.51,   8.46,   5.81,   4.99
195102,  -0.20,   1.46,   3.16,  -1.78,   2.33,   1.24
195103,  -5.35,  -2.59,  -2.69,  -4.61,  -2.25,  -1.52
195104,   5.22,   3.58,   3.04,   3.93,   2.80,   6.62
195105,  -4.11,  -2.34,  -2.24,  -4.08,  -1.50,  -2.64
195106,  -7.43,  -4.57,  -3.83,  -7.81,  -1.92,  -2.29
195107,   6.95,   5.47,   5.45,   8.26,   5.98,   7.58
195108,   6.09,   4.83,   5.51,   3.38,   3.39,   5.14
195109,   2.50,   2.79,   2.52,   2.74,   1.30,   0.10
195110,  -3.69,  -1.61,  -1.99,  -2.31,  -1.91,  -2.87
195111,  -0.09,   0.58,   1.16,   0.84,   0.91,   0.37
195112,  -0.50,   1.26,   0.98,   1.05,   4.05,   3.84
195201,   1.06,   1.83,   2.26,   0.73,   1.74,   1.52
195202,  -1.85,  -2.16,  -1.96,  -1.03,  -3.40,  -2.79
195203,   2.24,   2.90,   2.50,   1.73,   4.02,   6.27
195204,  -4.87,  -3.75,  -4.57,  -1.95,  -4.66,  -5.82
195205,   1.44,   2.26,   2.28,   1.20,   3.42,   4.04
195206,   2.63,   2.92,   3.15,   2.12,   4.35,   4.93
195207,   0.77,   1.20,   0.99,   0.26,   1.04,   1.34
195208,  -0.49,   0.66,   0.76,   0.67,  -0.29,  -1.37
195209,  -1.63,  -1.24,  -1.42,  -0.62,  -1.40,  -2.68
195210,  -1.57,  -1.55,  -1.39,   0.83,  -1.34,  -0.28
195211,   5.80,   5.27,   6.26,   4.83,   6.88,   6.05
195212,   1.98,   1.88,   1.47,   1.94,   2.56,   3.86
195301,   3.56,   3.87,   3.86,   1.92,  -0.04,  -1.31
195302,   2.35,   1.84,   1.57,   0.59,  -0.46,  -0.50
195303,  -1.68,  -1.34,  -2.73,  -1.18,  -0.35,  -2.10
195304,  -1.75,  -1.84,  -2.53,  -0.64,  -1.86,  -3.68
195305,   0.05,   0.73,   1.47,   0.26,  -0.03,   1.44
195306,  -4.85,  -2.27,  -3.85,  -2.08,  -1.70,  -1.30
195307,   0.96,   1.58,   1.42,   2.22,   1.95,   2.96
195308,  -6.65,  -4.57,  -5.48,  -2.50,  -3.61,  -5.39
195309,  -2.27,  -1.33,  -0.84,   0.83,   0.49,   0.21
195310,   2.85,   3.65,   5.27,   1.34,   5.07,   5.66
195311,   1.12,   1.74,   1.12,   1.19,   3.79,   2.87
195312,  -3.41,  -1.03,  -1.60,  -0.23,   0.02,   0.31
195401,   8.51,   6.04,   6.94,   3.88,   4.19,   6.29
195402,   0.25,   1.03,   1.62,   1.53,   1.51,   2.08
195403,   1.25,   2.44,   3.17,   1.89,   3.91,   4.49
195404,  -0.51,   1.46,   0.91,   1.49,   4.37,   6.27
195405,   4.08,   4.65,   6.29,   2.16,   4.49,   2.21
195406,   0.62,   0.76,   2.05,   0.75,   0.48,   1.48
195407,   9.47,   6.13,   6.45,   4.33,   3.97,   6.03
195408,  -1.32,   0.89,  -0.34,  -1.58,  -2.21,  -2.67
195409,   3.60,   4.23,   4.59,   3.37,   5.26,   9.01
195410,  -1.20,  -0.80,   0.36,  -1.55,  -1.90,  -1.31
195411,   8.73,   9.20,   9.17,   8.13,   8.20,  11.00
195412,  10.99,   8.75,  10.61,   5.75,   4.18,   6.15
195501,   1.44,   1.91,   1.81,  -0.58,   0.34,   0.96
195502,   3.73,   4.86,   5.83,   1.36,   3.03,   3.01
195503,   0.01,   0.26,   0.23,  -0.12,   0.24,  -0.50
195504,   1.57,   2.25,   1.73,   3.48,   3.27,   3.42
195505,   0.84,   0.87,   0.09,  -0.22,   1.51,   0.64
195506,   2.30,   3.97,   3.22,   3.33,   5.49,   8.83
195507,   0.66,   1.57,   0.16,   2.64,   0.16,   3.84
195508,  -0.03,   0.86,   0.01,  -0.07,   1.08,  -0.28
195509,   0.25,  -0.50,  -0.48,   0.15,  -1.01,   0.47
195510,  -1.56,  -0.37,  -1.09,  -2.23,  -2.03,  -2.72
