This file was created by CMPT_NYSE_PRIOR_BRKS using the 201509 CRSP database.  It contains every fifth
NYSE prior return percentile for each month.  The prior returns are for 12 months.
1 month is skipped at the end of the prior period
192612,  466, -54.65, -46.09, -36.63, -30.80, -23.42, -17.50, -14.35,  -9.92,  -5.88,  -3.05,  -1.13,   1.69,   6.20,  11.32,  14.67,  18.82,  23.84,  30.22,  52.37,  197.67
192701,  475, -57.14, -45.00, -34.00, -28.71, -21.49, -16.58, -12.92,  -9.74,  -5.48,  -1.63,   1.03,   4.61,   8.47,  11.80,  14.59,  17.96,  22.27,  31.95,  45.45,  197.44
192702,  481, -50.71, -38.66, -31.03, -22.31, -16.67, -11.38,  -7.58,  -3.19,   0.00,   3.84,   7.27,   9.52,  12.88,  16.33,  20.11,  25.37,  30.75,  39.59,  65.08,  167.01
192703,  485, -36.47, -23.44, -14.63,  -5.13,   0.38,   5.94,   9.82,  12.76,  16.46,  18.71,  21.89,  24.20,  27.29,  31.09,  35.11,  41.05,  50.58,  63.48, 101.24,  246.65
192704,  488, -44.44, -26.47, -17.24, -10.34,  -6.93,  -1.79,   2.79,   7.01,   8.73,  12.91,  16.07,  20.09,  23.30,  26.29,  31.37,  37.20,  46.66,  56.19,  82.10,  261.90
192705,  493, -43.54, -27.52, -20.11, -12.50,  -7.98,  -1.20,   3.92,   7.20,  10.71,  14.46,  16.42,  20.44,  22.98,  26.68,  31.82,  38.01,  46.98,  61.82,  95.63,  282.22
192706,  494, -44.19, -28.57, -19.38, -11.60,  -6.95,  -3.41,   1.35,   7.40,  11.32,  16.73,  19.64,  23.58,  26.39,  29.47,  35.10,  41.82,  50.72,  68.43, 100.00,  345.71
192707,  497, -46.59, -30.74, -23.04, -15.99, -10.14,  -5.77,  -1.68,   3.11,   7.17,  10.70,  15.34,  18.72,  21.76,  26.32,  32.41,  42.20,  49.17,  58.79,  91.62,  305.50
192708,  494, -42.86, -29.20, -20.47, -14.17,  -8.77,  -3.75,   0.39,   6.71,  10.00,  14.36,  19.38,  23.35,  27.27,  31.78,  37.92,  44.19,  52.81,  64.25, 103.08,  329.91
192709,  497, -42.47, -28.59, -19.64, -11.11,  -6.30,  -2.01,   3.74,   8.15,  12.95,  16.89,  20.63,  24.01,  27.51,  32.40,  39.05,  48.23,  55.79,  66.55,  90.54,  352.68
192710,  504, -39.19, -23.04, -14.29,  -8.16,  -4.17,   1.04,   8.77,  15.18,  19.73,  24.42,  27.94,  31.15,  35.08,  41.12,  48.17,  57.87,  71.17,  83.45, 110.00,  507.06
192711,  505, -40.43, -29.95, -20.00, -13.33,  -8.46,  -4.33,   1.34,   3.93,   8.92,  14.25,  18.55,  24.68,  29.23,  34.93,  41.35,  47.16,  55.63,  69.49, 104.35,  517.81
192712,  510, -33.78, -22.45, -14.38,  -7.52,  -1.89,   2.08,   6.98,  10.76,  16.14,  19.64,  26.52,  32.33,  37.09,  40.57,  48.65,  53.86,  64.44,  80.37, 108.34,  529.30
192801,  511, -30.00, -20.91, -13.54,  -8.91,  -0.52,   4.81,  10.07,  13.68,  19.11,  22.49,  26.25,  31.56,  37.25,  42.30,  49.92,  58.03,  68.83,  85.12, 110.64,  642.86
192802,  514, -32.56, -23.36, -15.38, -10.23,  -5.12,   0.43,   4.97,   9.68,  14.82,  19.29,  23.83,  28.26,  32.84,  37.84,  45.92,  52.79,  58.80,  75.91, 113.10,  625.00
192803,  515, -27.34, -20.50, -12.73,  -7.29,  -2.79,   3.58,   6.87,  10.64,  14.04,  18.88,  22.96,  27.68,  32.14,  37.50,  40.85,  47.17,  58.39,  71.30,  99.18,  500.00
192804,  517, -24.32, -15.24,  -9.12,  -3.26,   2.27,   7.30,  12.55,  17.23,  20.86,  24.76,  29.03,  33.65,  39.43,  45.62,  51.79,  59.22,  68.67,  84.45, 125.78,  448.44
192805,  524, -30.75, -16.05,  -8.70,  -2.45,   3.78,   8.85,  13.47,  18.51,  22.86,  27.00,  30.91,  35.20,  41.33,  45.85,  51.43,  59.26,  67.96,  90.96, 139.91,  541.86
192806,  525, -16.54,  -9.40,  -2.62,   1.44,   5.76,  10.74,  15.38,  19.51,  23.95,  28.80,  35.53,  42.41,  48.22,  54.08,  61.41,  71.68,  83.63, 106.25, 157.14, 1000.00
192807,  526, -33.24, -20.87, -14.55,  -8.26,  -3.87,   1.00,   4.48,   8.11,  12.15,  16.70,  21.69,  27.09,  32.49,  38.10,  42.36,  49.81,  60.38,  74.75, 114.29,  788.89
192808,  533, -32.50, -22.67, -15.41,  -7.47,  -3.70,   2.11,   6.62,   9.33,  12.89,  16.86,  20.31,  25.54,  29.52,  35.99,  43.67,  48.88,  56.67,  74.27, 110.89,  526.46
192809,  539, -31.12, -22.23, -14.67,  -7.58,  -2.49,   2.61,   6.87,   9.92,  13.87,  18.45,  23.85,  28.06,  31.93,  38.41,  46.51,  55.54,  65.49,  84.91, 134.15, 1020.00
192810,  539, -22.14, -11.46,  -5.11,   0.00,   4.50,   8.65,  13.18,  16.10,  22.25,  29.23,  32.37,  35.65,  41.81,  49.83,  59.18,  68.98,  80.47,  97.30, 168.33,  717.89
192811,  541, -31.00, -21.57, -12.97,  -6.21,  -2.18,   2.88,   7.14,   9.71,  14.65,  19.91,  23.69,  28.05,  31.80,  37.37,  45.45,  54.51,  67.43,  85.51, 148.54,  576.92
192812,  543, -23.56, -12.33,  -6.25,  -0.56,   2.26,   6.97,  11.78,  16.34,  21.21,  27.73,  32.74,  38.05,  43.43,  49.45,  56.91,  70.48,  86.67, 112.45, 182.91, 1343.78
192901,  541, -28.88, -16.67,  -9.12,  -2.78,   2.47,   6.51,  10.94,  15.22,  19.54,  25.09,  30.02,  36.48,  41.67,  49.30,  59.31,  70.45,  82.29, 111.54, 150.00, 1160.85
192902,  542, -23.18, -13.25,  -4.66,   1.22,   8.17,  14.19,  18.63,  21.50,  24.82,  29.63,  36.88,  41.25,  50.34,  59.04,  70.57,  83.60, 100.00, 124.90, 166.08,  559.47
192903,  540, -29.03, -16.96,  -8.59,  -3.09,   1.72,   6.54,  10.33,  14.75,  19.35,  22.99,  27.87,  33.59,  41.43,  49.79,  58.49,  70.83,  83.98, 103.63, 166.67,  434.46
192904,  545, -37.50, -28.05, -20.44, -13.69,  -6.54,  -1.39,   3.09,   7.28,   9.37,  13.53,  16.50,  20.14,  28.57,  33.80,  41.39,  51.52,  62.06,  76.58, 133.46,  487.66
192905,  550, -43.64, -29.49, -23.56, -16.31, -10.11,  -4.22,   1.35,   4.39,   8.50,  11.66,  15.56,  21.30,  27.19,  33.09,  40.30,  49.58,  60.82,  76.77, 113.95,  428.06
192906,  551, -44.83, -32.50, -24.55, -18.15, -11.11,  -5.49,  -2.13,   1.48,   5.60,  10.21,  14.02,  18.34,  26.05,  32.09,  39.96,  49.71,  58.93,  73.16, 103.94,  552.90
192907,  553, -40.05, -30.14, -21.83, -13.85,  -7.78,  -2.22,   2.48,   7.56,  11.22,  14.60,  18.87,  24.80,  33.04,  40.17,  50.62,  62.95,  77.16,  97.75, 126.72,  576.54
192908,  553, -45.78, -32.04, -25.46, -18.64, -11.54,  -5.78,  -0.01,   4.41,   8.91,  12.97,  17.89,  22.44,  28.76,  37.13,  42.16,  52.24,  69.88,  83.28, 111.54,  560.94
192909,  560, -47.46, -36.53, -29.14, -21.25, -14.48,  -8.75,  -3.75,   1.11,   7.73,  12.05,  17.09,  20.60,  27.38,  32.17,  45.72,  58.49,  70.12,  89.29, 116.35,  376.67
192910,  552, -55.41, -45.16, -33.90, -26.30, -18.57, -13.46,  -8.33,  -3.41,   1.50,   6.45,  11.44,  16.13,  21.98,  26.83,  36.75,  45.13,  56.27,  71.35, 111.88,  370.87
192911,  556, -71.87, -64.07, -57.48, -49.89, -43.75, -38.46, -34.55, -30.06, -25.36, -21.60, -16.15, -12.56,  -8.86,  -3.94,   1.48,   8.11,  14.97,  23.71,  38.78,  114.56
192912,  574, -74.97, -68.33, -61.02, -56.02, -51.85, -47.67, -42.86, -37.20, -32.55, -28.96, -25.93, -22.67, -19.12, -13.53,  -9.28,  -3.33,   1.45,   6.30,  19.06,   79.02
193001,  585, -80.30, -71.54, -65.91, -60.42, -54.17, -50.43, -45.76, -42.30, -38.24, -34.35, -29.88, -25.22, -20.00, -15.25,  -9.54,  -4.80,  -1.68,   3.92,  15.16,  104.07
193002,  595, -73.72, -65.82, -61.36, -53.47, -47.24, -43.54, -39.93, -36.71, -34.17, -30.90, -25.97, -20.32, -15.16,  -9.62,  -4.99,  -1.07,   3.38,  10.00,  19.85,   85.71
193003,  597, -71.06, -63.33, -57.63, -51.52, -45.12, -40.00, -36.14, -32.74, -30.02, -25.63, -21.11, -17.11, -12.17,  -7.44,  -1.35,   2.79,   8.51,  19.51,  29.83,   76.75
193004,  608, -66.49, -58.33, -51.75, -46.21, -40.36, -36.73, -32.06, -29.02, -23.67, -19.97, -16.82, -12.93,  -7.66,  -2.24,   2.17,   5.64,  10.61,  21.20,  32.26,  146.31
193005,  621, -63.03, -52.80, -46.80, -42.53, -38.89, -35.62, -31.40, -26.15, -22.03, -17.83, -13.70, -10.33,  -4.70,  -0.58,   4.40,   8.54,  14.72,  24.67,  42.04,  240.34
193006,  607, -66.10, -58.27, -52.68, -48.50, -45.00, -41.74, -37.63, -33.12, -30.27, -26.76, -23.57, -18.03, -13.23,  -9.13,  -4.96,  -0.37,   4.75,  10.78,  21.66,  169.32
